,mean,std,2.5q,25q,50q,75q,97.5q,mc err
v_subj(11).17,0.2978862400810021,0.14464761127534578,0.013351114121496144,0.20002021136987247,0.2963445758328799,0.3940023816445651,0.5828409760572552,0.0013860295638074974
v_subj(11).24,-0.07309971812953925,0.15877831120394714,-0.38742787322597017,-0.18070249637751643,-0.07296146606927412,0.035604522399693805,0.22925100147163902,0.0020640670950102745
v_subj(11).26,0.4855655105941325,0.14857789238505265,0.20436379129346244,0.3868024526404146,0.4833684358626385,0.583751220876567,0.7806901414667473,0.0016840421555149028
v_subj(11).28,0.7195654066857382,0.1558575115091403,0.4143900215092461,0.6146495242134788,0.7186249050008993,0.821290114305479,1.031807399719747,0.0018413758139890952
v_subj(11).30,0.39413462060985893,0.14961200410151715,0.1063081714241767,0.29188722900114783,0.39289597572697293,0.49384123130995344,0.6882175947731253,0.001470059952789694
v_subj(11).34,0.42274315965481546,0.14037972917148542,0.15174005587229897,0.32816576920277574,0.4221459748712104,0.5141752899637679,0.7031195940367001,0.0013203382128349635
v_subj(11).36,0.5515236290559711,0.17098427967401333,0.22365200665613905,0.43503774170328,0.5469334817255205,0.6651164141525991,0.894617504888766,0.0017859112574102535
v_subj(11).38,0.3804824678552783,0.1366236084313548,0.11014350443996981,0.28853122564104794,0.3801394910946105,0.4738775720420813,0.6460858845983661,0.0013482436492515096
v_subj(11).40,0.37941955189201726,0.1368514305450133,0.11368170443639103,0.28635611790886084,0.3778050966817562,0.4719066965077452,0.6488631442281769,0.0013591183084120005
v_subj(11).42,0.5568034473248893,0.15339599403899534,0.26323724395598475,0.4518464711265516,0.5558555172904414,0.6582500776347993,0.8646810668963651,0.0016038844218627633
v_subj(11).44,0.3437763824278065,0.14846811816291564,0.05165971802455993,0.24389665540495353,0.344210460976886,0.44314722366644727,0.6334462632246642,0.0016539527611063374
v_subj(11).46,0.4138124947383585,0.15439461079569827,0.12224668499389016,0.3084824609957992,0.4101050828775121,0.5135890247978705,0.7214626286566936,0.0017664503906182634
v_subj(11).48,0.765244328981477,0.16411411264407283,0.44991501694999325,0.6548227136807044,0.7612448301627521,0.876157945711461,1.094932331908156,0.0021981460315328213
v_subj(11).50,0.3526739675250113,0.15642601145249865,0.04277936692118267,0.24712933008561971,0.3530376986649332,0.45937202806129507,0.6570493763685858,0.0015142273154653677
v_subj(11).52,0.34776712772119805,0.14869895226586108,0.05692875953857657,0.2491465136436548,0.3464036252582925,0.4463654883750179,0.6408412844872224,0.001580490814698908
v_subj(11).57,0.2093600913242584,0.13815444426777246,-0.06008969902703054,0.11555317383846642,0.2094865970610878,0.30088015748166574,0.48293071027533774,0.0014788189653060404
v_subj(11).59,0.248781187853143,0.14218158344947673,-0.026237641931099204,0.1533871057576811,0.24938921221399213,0.34425283808104773,0.5277467736936869,0.001546066902464791
v_subj(11).63,0.3334583062461807,0.15040356231399998,0.03953402884188861,0.23218821632865355,0.3337493662421055,0.4337166820053766,0.6323524349991199,0.0016152122509132318
v_subj(11).72,0.41313211228860763,0.14259060130412293,0.13741450341634187,0.31606077913616404,0.41421073829665506,0.5091750486119017,0.6946165534248503,0.0013616919836443363
v_subj(11).79,0.2228222332502088,0.14716097826833974,-0.06771062585944432,0.12238784463883612,0.2232405574407803,0.32246315798083136,0.507372018789926,0.0014625143832480436
v_subj(11).83,0.5341863605687301,0.14813213237470835,0.24956178600202664,0.4335946891405399,0.5323027387443717,0.6348275336213944,0.8252932572900914,0.0016248020280292918
v_subj(11).87,0.4425586809027448,0.14542893704888274,0.16172988676053063,0.3440436614452367,0.44244495768617753,0.5411502303613667,0.7263202083195612,0.001539843398141205
v_subj(11).92,0.43927789122573,0.13570564200834742,0.17149338111167656,0.3473908881859239,0.4379567701936593,0.5306213015314403,0.7104889661786284,0.001347554794355489
v_subj(11).94,0.16699347122805275,0.1358835070816638,-0.09917759770349344,0.0764451802807107,0.16633134705040065,0.2581503968345695,0.4344308850580145,0.0014532932649213293
v_subj(11).95,0.5165433612440248,0.1665571497394354,0.19348768715103556,0.4025020929910952,0.5153852487530884,0.6287127649437756,0.8477907434062775,0.0018258280970003676
v_subj(11).97,0.10055703465735917,0.13354691495537543,-0.16352924134976704,0.00981845005568796,0.09918807201948199,0.19017833698433312,0.3657097308299895,0.0015811748551743498
v_subj(11).100,0.26353416311707784,0.14242616366107425,-0.012640051250440654,0.16888290262231725,0.2632705575039543,0.357721794051315,0.5438492354311106,0.0013610703263848248
v_subj(11).105,0.2570323445371565,0.13479768496796374,-0.009113802489359835,0.16509610550066578,0.2571126479266569,0.34979379059326193,0.5181494159854829,0.0012851159832119458
v_subj(11).107,0.4011983459284111,0.1576793060141348,0.09637976359227524,0.29485485590615623,0.40142553678266624,0.5038519129258145,0.7165828702207999,0.0014440756802109559
v_subj(11).108,0.1712740665996752,0.1535191335769379,-0.132261548215648,0.06934115571057159,0.173093008626641,0.27451482391378257,0.4715360036902351,0.0015236740675004465
v_subj(11).109,0.03172531308091261,0.1532792026411635,-0.27303703672481394,-0.07117304582358269,0.032444626755602335,0.1358987670446088,0.3294421507056058,0.0018002384229875792
v_subj(11).112,0.38760478415814775,0.1334428505586215,0.13142425774088995,0.2979578192719323,0.3870202112296867,0.4751143753270649,0.6535778402254295,0.00116532402565341
v_subj(11).117,0.2719028490522389,0.12707296687401884,0.023677517168916862,0.18474003407476663,0.27071331381326,0.3580676078738404,0.5233982792702047,0.001300813386940263
v_subj(11).118,0.41327687118700607,0.15968543075804648,0.10004462508407852,0.3086212787308703,0.41203514742271763,0.5174608900993101,0.7372016768359797,0.0016735861289784155
v_subj(11).119,0.42621852270193933,0.168395584682488,0.09506499659719736,0.31427194699610755,0.42465978051640785,0.537217865120861,0.7613213827197924,0.0016437426780392815
v_subj(11).121,0.531280100682514,0.1548667963702111,0.23605942315743156,0.426437703419874,0.5297559538310415,0.6324609314710484,0.8442792119533862,0.0017402766846728902
v_subj(11).123,0.3509175689196794,0.14252324306258377,0.06938821040674248,0.25533802646409376,0.35052655172490355,0.4479297760587915,0.6282333717079563,0.00158744641705857
v_subj(11).126,0.6070603657166284,0.15015458832789252,0.31607120226914276,0.5052552891681453,0.6068503039138148,0.7072996061650401,0.9070032635658141,0.0016842399063525144
v_subj(11).130,0.3711880921072782,0.1346326018302633,0.10928706800919719,0.281740471508777,0.37162836440307545,0.4610249653628701,0.6363184187395629,0.001190741613476745
v_subj(11).131,0.6151613605852195,0.13830626464544157,0.344351002228321,0.5218410786462613,0.6132409199665757,0.7084505700327994,0.8860128631152093,0.0016163360160681441
v_subj(11).134,0.24607626631809776,0.14754578755508513,-0.04068635131010337,0.1448669820615361,0.24669147105964623,0.3465015809893368,0.532676351597567,0.0014291327583325622
v_subj(11).135,0.5247399612632565,0.16739486535541107,0.20559510938728637,0.4110621641967879,0.5224233819167934,0.6342962003625685,0.8605280378626834,0.0017564205180642012
v_subj(11).136,0.4679737383681544,0.17573240696698086,0.13143918455970607,0.34875211281060015,0.46533167569146777,0.584698711062734,0.8284511939044963,0.0018105330715847373
v_subj(11).142,0.4966157096454548,0.14447556981379533,0.2209292218196899,0.40055431120015816,0.49428871372651395,0.5907202055651433,0.7874045244863228,0.0015733179717959639
v_subj(11).145,0.4774902496364222,0.1487492367767014,0.19105352405479342,0.3773150424853676,0.4755184077222473,0.5754306478807603,0.7756018496254747,0.0014871345770788873
v_subj(11).146,0.6363972530968812,0.13644179199143502,0.3645421041123377,0.5457703703953646,0.6353624227836403,0.727300477944087,0.908693393685337,0.0016498599660541488
v_subj(11).148,0.48512561815147526,0.1427881200929189,0.20739223001904794,0.3877118570101824,0.4845930716966911,0.5801814021221502,0.7681732423211328,0.001625744063693469
v_subj(11).152,0.429550897313935,0.15578854362542646,0.1313823602570925,0.3241813620499639,0.4259631342062067,0.5328584269317399,0.7421403543169948,0.0018127704746202233
v_subj(11).154,0.30319958773461203,0.15216704309820694,0.004094158814140159,0.2022891449544325,0.3029173711636784,0.4050375623899345,0.6028417013338838,0.0015839353123856662
v_subj(11).155,0.4592747959482914,0.1558644894526139,0.15292219318368766,0.35450489932922197,0.4588955416124689,0.5626350696214775,0.7639099019050117,0.0015198236170219004
v_subj(11).157,0.31773396428451545,0.1345620635750771,0.05402446343666145,0.22661604932548168,0.3185013065103639,0.4064479417265239,0.5891347900079126,0.0014328439446092199
v_subj(11).159,0.35046036057610636,0.1417163440627092,0.08022036678627287,0.25401191144660884,0.34778023581056455,0.4482467366278725,0.6288084800645386,0.0018167159241943044
v_subj(11).161,0.30351894065009116,0.14150097106628262,0.028528113090757756,0.2075318054794108,0.3029282097657471,0.39744874336492975,0.5838076054364834,0.0014933101284791595
v_subj(11).176,0.6603590975732296,0.15310983905591402,0.3643967051261193,0.5570039852022259,0.656627472605402,0.7624350885182153,0.967092235000099,0.0018235963258891787
v_subj(11).178,0.3377202481337424,0.13905814537286754,0.06563596233164215,0.24468319324715293,0.3375158382128665,0.42958727136492564,0.6107466951715598,0.0013854212283778721
v_subj(11).179,0.4293724761464242,0.17191724803025718,0.10012656831489641,0.31142987452251053,0.42726610494456196,0.5418045480044964,0.779945241571986,0.0019495689860222528
v_subj(11).181,0.1545119150838299,0.13999769273353174,-0.11964296750502063,0.05942641695145312,0.15392000166342482,0.24979275513566224,0.42507184401509857,0.0013029359706637398
v_subj(11).183,0.29859677879843555,0.1481973411094172,0.007752115013876182,0.20047909050212176,0.2983587539647461,0.39870338079469625,0.5878608993965471,0.0014492218402578387
v_subj(11).184,0.23576485190797974,0.14741493532546304,-0.05611354018505883,0.13655905380093136,0.23691225110259134,0.3359697682129782,0.5240543279130498,0.0015876273665737673
v_subj(11).186,0.15532143462964887,0.14080913280004848,-0.12140062718475797,0.0626597558201425,0.1538739269142501,0.24863429725949726,0.4275747356571653,0.0014549386653992984
v_subj(11).189,0.5691709708787963,0.20236380718048141,0.17671272796374976,0.4308324831954387,0.5670625045863196,0.7036638508198515,0.9702778272958683,0.0024631763900954747
v_subj(11).193,0.49950550042146935,0.149067967635428,0.21025090876267674,0.3995401011851655,0.49810786723085454,0.5983876869177454,0.8003680370862338,0.001605625932188822
v_subj(11).194,0.3557672690074225,0.14269941832358998,0.08234828161847546,0.2596850097068599,0.35538429053470477,0.4483906832465743,0.639359649035849,0.0014114393148192896
v_subj(11).196,0.3291365421606299,0.1577429433991839,0.015866788875107174,0.22188506173292943,0.329606154362545,0.4357542252047833,0.6378588912576657,0.00144212821747064
v_subj(11).1001,0.35398296583638933,0.15125153121923332,0.06330136070909448,0.25251986821268485,0.3515897463110156,0.45393634566425933,0.6541417244081031,0.0015972137631256318
v_subj(11).1003,0.13869664087279263,0.1359283917698027,-0.12637587281618745,0.04655001050020896,0.14042155368687098,0.2305457280360354,0.4053968083638284,0.0014519089642772624
v_subj(11).1007,0.3643872968870405,0.14244422615284852,0.08378221417639475,0.26790327518482027,0.36415517019600296,0.45785248142527296,0.6483173125411739,0.001491640020143016
v_subj(11).1009,0.12717567710674652,0.14273313962044681,-0.15678505202628412,0.030504656417937315,0.1295201331639222,0.22327900623724806,0.40227388981292167,0.0015692437721050376
v_subj(11).1015,0.4119875466453619,0.1532533389199007,0.11723149438854139,0.30734693146187886,0.41080131913306456,0.5157292050732414,0.717641827014954,0.0014612721100794417
v_subj(11).1017,0.3880956431380884,0.15605019487085092,0.0727881952698356,0.2870757514092847,0.3878942052591404,0.49325298441268906,0.6929095016670295,0.0014600212440573424
v_subj(11).1021,0.36955068749439923,0.1500516429108499,0.07248352776004338,0.27048993367005125,0.37012088281662436,0.46763230378311726,0.6647545285541128,0.0016901827205698292
v_subj(11).1025,0.47821863638099804,0.14932398522091592,0.19577460333015928,0.3757180454755784,0.47582524538581833,0.5786410430890634,0.7739969295366953,0.00152792990419592
v_subj(11).1027,0.5329716703634986,0.1568096096227434,0.22884263865899185,0.4264177563838988,0.5323955175741414,0.6378221697475395,0.8402125383534657,0.001751278397546194
v_subj(11).1029,0.4560855501525473,0.14581401644202674,0.1696963962173197,0.35879038799119733,0.4533501029541479,0.553565002305964,0.7456565368415247,0.0014822312471763897
v_subj(11).1031,0.6954830749549952,0.16206351802702984,0.38999628516121065,0.5842508427798165,0.6931620564686662,0.8005213706680147,1.0202168921556554,0.001957137056422697
v_subj(11).1033,0.3154877530551881,0.1480732718859198,0.02822294540992243,0.21380138219239142,0.31576221986476244,0.4154647713088654,0.606980219916052,0.0017842309083612785
v_subj(11).1035,0.5440168331761336,0.16187094569766505,0.23464377175381018,0.43137298320226036,0.5443557381693611,0.6529684104288418,0.8692054176686371,0.0017336800912991974
v_subj(11).1041,0.7018832151772012,0.15885364102998523,0.40256999849227904,0.5944081003724236,0.6987003344955632,0.8062605208313544,1.0212779287970863,0.001908656447563204
v_subj(11).1043,0.5529647911324279,0.13418760776665434,0.2905875118109148,0.4630283124773379,0.5514316748347784,0.6427175554428433,0.8236490556277782,0.0013640312664490518
v_subj(11).1045,0.34354607703152484,0.1442311989745405,0.06263524349110461,0.24624114372738692,0.34268558892539724,0.4371392049102023,0.6327154549280778,0.0013031376504887679
v_subj(22).15,1.1414046931711528,0.18776956359942684,0.7743295020388085,1.0158192996387219,1.1388447842399647,1.2642846341237828,1.5188028645493974,0.002018953410550151
v_subj(22).16,1.0403801037573526,0.16434276278788257,0.7236695120325676,0.9291150993140931,1.0391839585467428,1.1518231067438576,1.3669873807471944,0.0017172255972065745
v_subj(22).17,0.8326371713790246,0.17039499807061181,0.49892466851281764,0.7166926175007332,0.8307618502950255,0.9473954070380864,1.1641041489658874,0.0016467081297578373
v_subj(22).19,1.0504080382636458,0.18124108687608545,0.7006381377097997,0.9279884344127793,1.0492376904444134,1.1709790879282718,1.4181590225476546,0.0018109269754172277
v_subj(22).24,0.852069327247181,0.15836758332914,0.5508529835786005,0.7428292699617582,0.8508297839896297,0.9570798308853872,1.1652153662336124,0.0016312387002396594
v_subj(22).26,1.0308184159626104,0.18889754951114995,0.6683434277773235,0.9036598465455354,1.0286963979318828,1.1569742952334905,1.4050032977446671,0.001952823323620562
v_subj(22).28,1.2063565273311443,0.18619902034224053,0.8489302978491207,1.0822510787317248,1.2045706023197993,1.3274784537630575,1.5759028715844017,0.002177094630288021
v_subj(22).30,1.1224983160963442,0.18017099179472448,0.7818190467200561,0.998631503119705,1.118492012575825,1.2444647258435608,1.482085004344267,0.0023037236850625264
v_subj(22).34,1.1333569419703164,0.1948845109819034,0.764085926555195,1.002000278329789,1.129211511749583,1.2599528107571794,1.5229351128614144,0.0023763980778095046
v_subj(22).36,1.0099473477965124,0.17887398169968777,0.666054331611888,0.8899435517809582,1.0094862406229883,1.1278447849332527,1.3722190728170784,0.0020534196301961525
v_subj(22).38,0.8485467368745869,0.178414903591139,0.5071816409661299,0.7284164490328234,0.8433600290673207,0.9673306838634756,1.212205642983709,0.00180614520171518
v_subj(22).40,0.9860852643642296,0.17387845960127513,0.6496658133576463,0.8687817292618927,0.9855536909177762,1.101920263323081,1.3282498769040265,0.001844929856562269
v_subj(22).42,1.0531639428648132,0.16956237351412065,0.7250755818304395,0.937348882595396,1.0504780844028516,1.165292230132407,1.3909163085229086,0.0017848117112361107
v_subj(22).44,0.9634542723844299,0.16725011266015022,0.6359428600906027,0.851907852436705,0.9617404301020318,1.0736429414744366,1.2947884768680025,0.0017629696719509186
v_subj(22).46,1.1058536754894104,0.18285834687666866,0.7518013018370263,0.9820803048865949,1.105492182593748,1.2285595969107868,1.468817849390574,0.0021242094994516326
v_subj(22).48,1.0481646647877183,0.18030793765523132,0.7043966150985367,0.924658442839227,1.0459492755943953,1.1703169086674592,1.407239202057144,0.0021716449795054233
v_subj(22).50,0.7570325839975572,0.19780265410225295,0.38123174142978633,0.6229322327205992,0.7519076844806134,0.887715831972929,1.1623948979686816,0.0022057300377630613
v_subj(22).52,1.0072795252641609,0.19494685280828386,0.6286871573705636,0.875728952181319,1.005757145356208,1.1377848117957612,1.39088464867232,0.0019442200426045397
v_subj(22).57,0.6043464682042389,0.1566772373110309,0.3058306363501275,0.4964575627272341,0.6008840049241835,0.7080716078567356,0.9190830190361625,0.002529855784215701
v_subj(22).59,1.2313741424444478,0.18886334047006376,0.8711778609521575,1.1035291054087981,1.227227348297292,1.357214048637294,1.6145733214877045,0.0022887336803122152
v_subj(22).63,0.98089999308379,0.16643067702252273,0.659080094365966,0.8699166290220729,0.9799449278219546,1.0903197660858024,1.3094641299473233,0.0019723534544605825
v_subj(22).72,1.0061770759224256,0.19183358840696155,0.6429823801348564,0.8755615654009948,1.0021145058969414,1.1339319181951137,1.3939394739402386,0.0022151200967271503
v_subj(22).79,1.180239881511973,0.18626861969964623,0.8205145886397747,1.0550804829638472,1.1796730777208548,1.3019742342187994,1.5479181004972427,0.0020940153876665615
v_subj(22).83,0.686599232520301,0.1578985163146837,0.381650942581794,0.5789204745850042,0.6852299312643859,0.7913879358244105,1.000428603919794,0.0015851825324074414
v_subj(22).87,1.0927620498329613,0.17342241059365066,0.7602786845049669,0.9753764318893436,1.0886066643422057,1.2088800345738608,1.4400637199504223,0.0018430460117697476
v_subj(22).92,1.031810731086375,0.17525254049323838,0.689232023509035,0.9135360315603043,1.0311934116687183,1.1490327185553066,1.3775201081144495,0.0019486805274609603
v_subj(22).94,1.1336793499612996,0.17768127107761691,0.7871693838827745,1.0141909895878924,1.13256100927888,1.2491809276045374,1.4935159215406144,0.001836146334255904
v_subj(22).95,1.0693410449816936,0.18099028042015972,0.7204175498254078,0.9476292036796907,1.0682045232331476,1.188853301221162,1.4345267050391646,0.00212437925261219
v_subj(22).97,0.8233084146247608,0.1543612275923634,0.5206686188800198,0.7193478571435811,0.8219000977221502,0.9263746208479267,1.1314538873115234,0.0016113637525904066
v_subj(22).100,0.8987896496012423,0.15951818708458657,0.5881095052616196,0.7909931085107338,0.8992621102849512,1.0043091809628901,1.2126650332285622,0.0017594140726490206
v_subj(22).105,0.8409423384998287,0.167219363678412,0.5081187514095472,0.7280709629570186,0.8434446624682176,0.9541898013402086,1.1625159668099847,0.0020067482596359885
v_subj(22).107,1.176894545031096,0.19130143874247255,0.8110471952869904,1.0476996962644036,1.170430208253926,1.3014060088888344,1.5592573053245302,0.0024918724746393296
v_subj(22).108,1.1982697890674403,0.1953044182154211,0.8222850876874588,1.0645399314561037,1.1956625144656892,1.3271444414797204,1.5902199760293165,0.002396709006475898
v_subj(22).109,1.006416062809201,0.18452418015423017,0.650842689885198,0.8838071959610254,1.0051626065156085,1.1262306809363798,1.3746684114692336,0.0020185576989175604
v_subj(22).112,1.093537201151139,0.18556585214290175,0.7321847886965931,0.9702363081727883,1.0929352171676026,1.2154611608064216,1.460049008334741,0.002030356166951416
v_subj(22).117,1.1839834029986027,0.19594449661876845,0.8076733286628817,1.0515768170191677,1.181228750251829,1.3132789290493427,1.5824163005168672,0.0027830616752593665
v_subj(22).118,1.1397790979508249,0.1867048463834132,0.7752369771667748,1.0131909087931916,1.1395108701815115,1.2650465017544819,1.51031825376943,0.0021038325125636065
v_subj(22).119,1.0496293366778149,0.18513705760262125,0.6836949292223262,0.9266404003222252,1.0467463048284262,1.169027251202817,1.4182566230078173,0.0019881546552716674
v_subj(22).121,1.119107678205608,0.1932851252443399,0.7461183555699779,0.9833321488823844,1.1191660354763888,1.2502328649604886,1.4992601151493143,0.002596057839517474
v_subj(22).123,1.0354765501198906,0.17737934694106566,0.6954049160138549,0.9142528814599014,1.033973900815008,1.1556283341860347,1.3930794628935288,0.001890106957978405
v_subj(22).126,1.207235423027549,0.1980259857571263,0.8246838699030147,1.0719068642680527,1.2046696975577333,1.3409833359514072,1.602248962427406,0.00229783691087657
v_subj(22).130,0.981474254225034,0.18404593516218426,0.6241869877523027,0.8560556445464591,0.9786748593317067,1.1033976836620905,1.3470013137925658,0.002324678374968413
v_subj(22).131,1.1415600719572139,0.19118738915787653,0.7719521996376039,1.01437975529004,1.141659046988577,1.265341620248087,1.5281265425364112,0.0022131898180118063
v_subj(22).134,0.8396238025778392,0.16483040396580004,0.5197699679764964,0.7302723135019921,0.8385372168189897,0.9501779226439041,1.166113315415906,0.0017065586167260844
v_subj(22).135,1.1632042082011986,0.18631988999304597,0.8052180381313145,1.0382708419814253,1.161087048183704,1.2854370856138526,1.5298684224299535,0.002144431398235569
v_subj(22).136,1.1349852147478707,0.1959442523481653,0.7624311275711608,1.0033032152584167,1.133794927963936,1.2622300285991277,1.523488973236802,0.0023822047080826235
v_subj(22).142,1.000995791940658,0.16642468663499205,0.6740804135616507,0.8899192987158275,0.999812277626405,1.1110142407437564,1.3318261836331637,0.001723700162660114
v_subj(22).145,1.205932354028591,0.18618047088092737,0.8483264832016495,1.0779357935942329,1.2046376017510685,1.3275964756562915,1.5790736095711166,0.0019557300300341194
v_subj(22).146,1.0458230877694503,0.18947791840699527,0.6771650434794667,0.9190051967498474,1.043608867054373,1.1761512058649508,1.4162236282732046,0.0021602316733938315
v_subj(22).148,0.8600821306445896,0.17134482982331095,0.5280747761393569,0.7473389335340404,0.8604686180448968,0.9731411540475969,1.1983597853759023,0.0019272093526932614
v_subj(22).152,0.9510186695781173,0.16384130382442824,0.6308238467097932,0.8409201813627081,0.9511539917231526,1.0598395345035887,1.274144189250807,0.0019205563413848333
v_subj(22).154,1.2020918372693683,0.19080157293782848,0.8323161289474758,1.0714952321842452,1.198843169430587,1.333532412306931,1.580049788129873,0.002212962514474624
v_subj(22).155,0.8758169483224101,0.16640707788699868,0.5513515322057536,0.7632484343001236,0.8753064636411614,0.9835153661050263,1.2152730752121461,0.0018816483057646559
v_subj(22).157,1.1915213365926451,0.18591279855964457,0.8425397341267815,1.067317733522596,1.1880750522414432,1.3131536520650788,1.5662449745606872,0.002087971907462628
v_subj(22).159,0.802252192207547,0.15869447160276942,0.49562505325691264,0.6949471039791706,0.7999223353331204,0.9049022082146178,1.1268339092492357,0.0018561358357785372
v_subj(22).161,0.9388582193731512,0.16212891422966172,0.621310894628982,0.8299084914943192,0.9387528234314811,1.046966307356347,1.2608906081317233,0.0018372281077174697
v_subj(22).176,0.6683202277357286,0.1629243271326993,0.35132257413474033,0.5598661236778995,0.6682516647439803,0.7803792925199635,0.9856441024152234,0.0017030952697410558
v_subj(22).178,1.116540432244083,0.18052361333707764,0.7644487650105308,0.9928017381780374,1.1145397937231465,1.2380928958990243,1.4815913733418087,0.0020516542197295804
v_subj(22).179,0.9517188152522833,0.1892653092739005,0.5912910029507789,0.8226303674209458,0.9486576579356836,1.07947807529267,1.3269737487401079,0.0020346895386789705
v_subj(22).181,0.9419635716528862,0.18058288630535255,0.5914257602325661,0.8183051722798667,0.9443311584940199,1.0616263310559404,1.3004744500161034,0.001949900571426387
v_subj(22).183,0.9729078518819295,0.1620990688444825,0.655506429636807,0.8640191324625865,0.9718198033204015,1.0818129945238022,1.298720808646788,0.0016595463616627122
v_subj(22).184,1.1666812600301604,0.1950751202281452,0.7888460066990637,1.0358187241954053,1.1648751135795645,1.2972765447550048,1.5503310839605038,0.0022083335567328003
v_subj(22).186,0.328371191774298,0.17635864712495952,-0.01829139109409069,0.20983868952633694,0.3288340942648744,0.44731960656776815,0.6730551268733184,0.0024996104026695355
v_subj(22).189,0.8934804891694191,0.14952169709239366,0.6001961224439483,0.7927425756286803,0.8933983469390491,0.9940322936687814,1.187051128278412,0.001763925499059037
v_subj(22).193,0.9239629343769259,0.18494105698503102,0.5637148967676726,0.7973518578913087,0.9234974110840202,1.0497867631364013,1.2855824912436464,0.0019209758683292346
v_subj(22).194,0.7452581627422431,0.16152245817271982,0.43723406164755035,0.6363220461741965,0.7421724023382383,0.854226904193344,1.065250849127658,0.0018819219879407279
v_subj(22).196,0.40322246396221634,0.16696012602591895,0.0804838576965039,0.2894598666509214,0.40170881281465853,0.515014912071198,0.7324497936295369,0.0023622310981057273
v_subj(22).1001,1.0191124893541776,0.16503055207968956,0.6942096409723659,0.9102442281398841,1.0169268273301253,1.1265562792356905,1.3498372848437539,0.001795631478105695
v_subj(22).1003,0.9704691362369252,0.16589118674441677,0.6491846505018354,0.8605812692203422,0.970465532300295,1.0794619244791175,1.3051397106407059,0.0017518004101592522
v_subj(22).1007,1.0411515714602784,0.1727280198034686,0.713924930305685,0.9230831311726158,1.0387290887211313,1.1537180637317237,1.3846613353814878,0.0021546165058269518
v_subj(22).1009,0.9332165204588302,0.17842012189926404,0.5817699238988858,0.8148979858243606,0.9328984583017723,1.0499333325836062,1.2910908844337219,0.00213255922108583
v_subj(22).1015,1.0407102963160146,0.18330558927718874,0.6862616255636673,0.9174710589565547,1.0367237898570956,1.1604119297602145,1.4077663674564591,0.002173178024353663
v_subj(22).1017,1.204292116884968,0.194611202352799,0.8272277265841396,1.071655712952114,1.2039983911818395,1.3357167155770107,1.5920012871371783,0.0024445236369953255
v_subj(22).1021,0.8612105236052882,0.16817984449207748,0.5348103322296773,0.7475136680467849,0.8594752893487676,0.9712018566886625,1.1965942835486632,0.002139030604422951
v_subj(22).1025,1.262781342288929,0.19874060853963443,0.8767162878139898,1.1284321605354881,1.2604719629636136,1.393883701047344,1.6630955181641223,0.002575035168968151
v_subj(22).1027,1.0279371268762625,0.17644937321068763,0.6809278607874483,0.9121502093584117,1.027674602708203,1.1442594368420635,1.3826609628974251,0.0018748073060574002
v_subj(22).1029,1.1849601440111772,0.19017618250554352,0.8240577849564314,1.0548128307838507,1.180847936665575,1.3108484129386269,1.561916634411293,0.0024025075276716884
v_subj(22).1031,1.1592864847572202,0.19244654922865728,0.789690526992973,1.029678615445204,1.1566979211524608,1.2859619874224104,1.5552921184812907,0.001975449488065471
v_subj(22).1033,1.0287965548423361,0.17844144755035196,0.6816501725959095,0.9089362907420082,1.02764673929057,1.1481990536095452,1.3776760990168988,0.002032430281909769
v_subj(22).1035,1.1329615666437247,0.17645688059319783,0.7907739654655062,1.0131133899741012,1.1314687262432659,1.2483752591410608,1.486865384995546,0.0019836646884925308
v_subj(22).1041,1.301154974997094,0.20966474895914938,0.90023022119047,1.1584638506090335,1.2993770399689017,1.441598416862252,1.7195761326961696,0.0028723706367106906
v_subj(22).1043,1.0938713154591257,0.1853336898895035,0.7432761440144153,0.9685691508248594,1.0895026744115126,1.2160400650865932,1.4667794632639908,0.002319812881981334
v_subj(22).1045,1.101036016959211,0.1847751318963489,0.7496510864444272,0.9772392584460181,1.0974461027424793,1.224940624240333,1.4699520341132395,0.0020050881267086418
t(11),1.450390071317683,0.035487491351564135,1.3819885034340418,1.4263978929916665,1.4500661705276494,1.4745696571947988,1.5197419427590173,0.0005541874002573398
t(22),0.7900159183214288,0.03134718182154431,0.7291778258689702,0.768749517922467,0.7897767236709746,0.8108793366124882,0.8531456431135042,0.00045909823538627814
t_std,0.2910048165543398,0.02042605567240825,0.2522154528201203,0.27712952868563134,0.29035357809858997,0.30444620658602883,0.3322824685217741,0.0003852382945339779
t_subj(11).15,1.2724595950561588,0.07335906142954922,1.1045240149165088,1.2295626881844512,1.2819583524837794,1.3254499911174786,1.385902278847184,0.0009615300724174301
t_subj(11).16,2.2375915897741008,0.08930510428444775,2.0327092716399053,2.1848900204857777,2.248665007503355,2.3024846978645357,2.3776312810072193,0.0012986099889269037
t_subj(11).17,1.4365854044284991,0.12738465242965882,1.2032204121488765,1.3392102784819488,1.427158689081169,1.54423865563266,1.6538101870582906,0.00187750037681038
t_subj(11).24,1.898573477876458,0.19207083269303651,1.5379960679158864,1.7846063851532106,1.881899312064439,1.975257251748284,2.321497525385842,0.0031272965371299233
t_subj(11).26,1.048595150918441,0.08325218207726845,0.8916335166068827,0.9907159886169624,1.0409245254789126,1.1151589413163772,1.1987683359808525,0.0012227594494747874
t_subj(11).28,1.705766858411653,0.07861726821251439,1.5262098383097928,1.6616387830629542,1.71545948862745,1.7617973097375743,1.8309391355304132,0.0011828846882408397
