subj_idx,response,rt_Org,rt,group
50,0,53,0.053,22
50,1,62,0.062,22
50,1,3142,3.142,22
50,0,0,0,50
50,0,0,0,22
50,1,2022,2.022,22
50,0,7,0.007,22
50,0,191,0.191,22
50,0,111,0.111,22
50,1,27,0.027,22
50,0,0,0,50
50,0,2916,2.916,22
50,0,0,0,22
50,1,1085,1.085,22
50,0,4182,4.182,22
50,1,262,0.262,22
50,0,543,0.543,22
50,0,336,0.336,40
50,1,3288,3.288,11
50,0,2649,2.649,11
50,1,953,0.953,11
50,1,946,0.946,11
50,0,147,0.147,11
50,0,171,0.171,11
50,0,1564,1.564,40
50,0,13,0.013,11
50,0,221,0.221,11
50,0,2046,2.046,11
50,1,1838,1.838,11
50,0,215,0.215,11
50,0,255,0.255,11
50,0,1703,1.703,50
50,1,167,0.167,22
50,1,143,0.143,22
50,0,120,0.12,22
50,1,184,0.184,22
50,1,320,0.32,22
50,1,1137,1.137,22
50,0,65,0.065,40
50,1,1601,1.601,11
50,0,98,0.098,11
50,1,1490,1.49,11
50,0,2810,2.81,11
50,0,3,0.003,11
50,0,211,0.211,11
50,0,131,0.131,50
50,1,3604,3.604,22
50,1,260,0.26,22
50,0,172,0.172,22
50,0,453,0.453,22
50,1,893,0.893,22
50,1,2141,2.141,22
52,0,0,0,40
52,0,2076,2.076,11
52,1,2588,2.588,11
52,0,3852,3.852,11
52,0,2340,2.34,11
52,1,2709,2.709,11
52,1,1941,1.941,11
52,0,0,0,40
52,1,1926,1.926,11
52,0,2006,2.006,11
52,0,1462,1.462,11
52,1,2927,2.927,11
52,0,2311,2.311,11
52,1,2679,2.679,11
52,0,0,0,40
52,1,2088,2.088,11
52,1,3152,3.152,11
52,1,1529,1.529,11
52,1,2185,2.185,11
52,1,2681,2.681,11
52,0,2514,2.514,11
52,0,0,0,50
52,1,1074,1.074,22
52,1,1139,1.139,22
52,1,859,0.859,22
52,1,2555,2.555,22
52,1,988,0.988,22
52,1,935,0.935,22
52,0,0,0,40
52,1,1672,1.672,11
52,1,1952,1.952,11
52,1,1689,1.689,11
52,0,1809,1.809,11
52,1,1746,1.746,11
52,1,1723,1.723,11
52,0,0,0,50
52,1,772,0.772,22
52,0,853,0.853,22
52,1,949,0.949,22
52,1,854,0.854,22
52,0,0,0,22
52,1,1775,1.775,22
52,0,0,0,50
52,0,896,0.896,22
52,0,0,0,22
52,1,914,0.914,22
52,1,1194,1.194,22
52,1,4666,4.666,22
52,0,0,0,22
52,0,0,0,50
52,1,803,0.803,22
52,1,756,0.756,22
52,0,892,0.892,22
52,1,92,0.092,22
52,0,213,0.213,22
52,0,901,0.901,22
52,0,0,0,40
52,1,2005,2.005,11
52,0,1725,1.725,11
52,0,3246,3.246,11
52,1,3414,3.414,11
52,1,2870,2.87,11
52,0,2647,2.647,11
52,0,0,0,50
52,0,927,0.927,22
52,0,1168,1.168,22
52,1,1016,1.016,22
52,1,832,0.832,22
52,1,769,0.769,22
52,1,1265,1.265,22
55,0,0,0,40
55,0,0,0,11
55,0,0,0,11
55,0,0,0,11
55,0,0,0,11
55,0,0,0,11
55,0,0,0,11
55,0,0,0,50
55,0,0,0,22
55,0,0,0,22
55,0,0,0,22
55,0,0,0,22
55,0,0,0,22
55,0,0,0,22
55,0,0,0,40
55,0,0,0,11
55,0,0,0,11
55,0,0,0,11
55,0,0,0,11
55,0,0,0,11
55,0,0,0,11
55,0,0,0,40
55,0,0,0,11
55,0,0,0,11
55,0,0,0,11
55,0,0,0,11
55,0,0,0,11
55,0,0,0,11
55,0,0,0,50
55,0,0,0,22
55,0,0,0,22
55,0,0,0,22
55,0,0,0,22
55,0,0,0,22
55,0,0,0,22
55,0,0,0,50
55,0,0,0,22
55,0,0,0,22
55,0,0,0,22
55,0,0,0,22
55,0,0,0,22
55,0,0,0,22
55,0,0,0,50
55,0,0,0,22
55,0,0,0,22
55,0,0,0,22
55,0,0,0,22
55,0,0,0,22
55,0,0,0,22
55,0,0,0,40
55,0,0,0,11
55,0,0,0,11
55,0,0,0,11
55,0,0,0,11
55,0,0,0,11
55,0,0,0,11
55,0,0,0,50
55,0,0,0,22
55,0,0,0,22
55,0,0,0,22
55,0,0,0,22
55,0,0,0,22
55,0,0,0,22
55,0,0,0,40
55,0,0,0,11
55,0,0,0,11
55,0,0,0,11
55,0,0,0,11
55,0,0,0,11
55,0,0,0,11
57,0,3881,3.881,40
57,0,3385,3.385,11
57,1,4680,4.68,11
57,0,3599,3.599,11
57,1,2737,2.737,11
57,0,0,0,11
57,1,427,0.427,11
57,0,2427,2.427,40
57,0,0,0,11
57,1,1939,1.939,11
57,0,371,0.371,11
57,1,2820,2.82,11
57,1,1452,1.452,11
57,1,3828,3.828,11
57,0,2309,2.309,50
57,1,2213,2.213,22
57,1,2277,2.277,22
57,1,2142,2.142,22
57,1,1798,1.798,22
57,0,1766,1.766,22
57,1,3535,3.535,22
57,0,0,0,40
57,0,0,0,11
57,0,3240,3.24,11
57,0,0,0,11
57,1,2328,2.328,11
57,0,2161,2.161,11
57,1,3121,3.121,11
57,0,0,0,50
57,1,2517,2.517,22
57,1,1957,1.957,22
57,1,2022,2.022,22
57,1,1870,1.87,22
57,1,4767,4.767,22
57,1,1,0.001,22
57,0,0,0,50
57,0,3072,3.072,22
57,1,1177,1.177,22
57,1,2090,2.09,22
57,1,3498,3.498,22
57,1,4403,4.403,22
57,0,0,0,22
57,0,0,0,40
57,1,3989,3.989,11
57,0,3373,3.373,11
57,0,3310,3.31,11
57,0,4646,4.646,11
57,1,3151,3.151,11
57,1,2768,2.768,11
57,0,0,0,40
57,0,4272,4.272,11
57,0,4161,4.161,11
57,1,3609,3.609,11
57,1,2849,2.849,11
57,0,3682,3.682,11
57,1,3858,3.858,11
57,0,0,0,50
57,1,1827,1.827,22
57,1,1587,1.587,22
57,0,1627,1.627,22
57,0,1331,1.331,22
57,0,756,0.756,22
57,1,756,0.756,22
57,0,0,0,50
57,1,1676,1.676,22
57,0,3588,3.588,22
57,0,1069,1.069,22
57,1,237,0.237,22
57,0,333,0.333,22
57,1,78,0.078,22
59,0,0,0,40
59,1,2713,2.713,11
59,1,2850,2.85,11
59,0,1906,1.906,11
59,1,3122,3.122,11
59,0,3835,3.835,11
59,1,3107,3.107,11
59,0,0,0,40
59,0,2227,2.227,11
59,0,2524,2.524,11
59,1,3628,3.628,11
59,1,3588,3.588,11
59,0,3725,3.725,11
59,1,4181,4.181,11
59,0,0,0,40
59,0,2302,2.302,11
59,0,2238,2.238,11
59,1,2878,2.878,11
59,0,2598,2.598,11
59,1,3062,3.062,11
59,1,3890,3.89,11
59,0,0,0,50
59,1,2883,2.883,22
59,1,1300,1.3,22
59,0,0,0,22
59,1,1837,1.837,22
59,0,0,0,22
59,0,0,0,22
59,0,0,0,50
59,1,1663,1.663,22
59,1,1424,1.424,22
59,1,1520,1.52,22
59,0,0,0,22
59,1,1690,1.69,22
59,1,1522,1.522,22
59,0,0,0,40
59,1,1452,1.452,11
59,1,3692,3.692,11
59,0,4061,4.061,11
59,1,2293,2.293,11
59,0,2614,2.614,11
59,1,3838,3.838,11
59,0,0,0,50
59,1,1263,1.263,22
59,1,1182,1.182,22
59,0,0,0,22
59,1,991,0.991,22
59,0,0,0,22
59,1,1440,1.44,22
59,0,0,0,50
59,1,1080,1.08,22
59,0,985,0.985,22
59,1,1121,1.121,22
59,1,985,0.985,22
59,1,1522,1.522,22
59,1,938,0.938,22
59,0,0,0,50
59,1,1083,1.083,22
59,1,891,0.891,22
59,1,1267,1.267,22
59,1,883,0.883,22
59,1,836,0.836,22
59,1,940,0.94,22
59,0,0,0,40
59,1,2109,2.109,11
59,0,2085,2.085,11
59,1,2701,2.701,11
59,1,2334,2.334,11
59,0,2942,2.942,11
59,1,3998,3.998,11
63,0,0,0,40
63,0,0,0,11
63,1,2664,2.664,11
63,0,0,0,11
63,1,4177,4.177,11
63,1,3882,3.882,11
63,1,3770,3.77,11
63,0,0,0,50
63,1,2587,2.587,22
63,1,1932,1.932,22
63,1,2573,2.573,22
63,0,0,0,22
63,1,1766,1.766,22
63,1,2079,2.079,22
63,0,0,0,50
63,0,1760,1.76,22
63,0,0,0,22
63,1,1193,1.193,22
63,1,2441,2.441,22
63,0,0,0,22
63,0,0,0,22
63,0,0,0,40
63,0,3954,3.954,11
63,1,4699,4.699,11
63,1,4475,4.475,11
63,1,2531,2.531,11
63,0,0,0,11
63,1,2892,2.892,11
63,0,0,0,50
63,1,2700,2.7,22
63,1,3676,3.676,22
63,1,1485,1.485,22
63,1,1493,1.493,22
63,1,2277,2.277,22
63,1,1765,1.765,22
63,0,0,0,50
63,1,1838,1.838,22
63,0,1311,1.311,22
63,1,1407,1.407,22
63,1,1615,1.615,22
63,1,1199,1.199,22
63,1,1920,1.92,22
63,0,0,0,40
63,1,2752,2.752,11
63,0,3193,3.193,11
63,0,3129,3.129,11
63,1,3353,3.353,11
63,0,4266,4.266,11
63,1,3930,3.93,11
63,0,0,0,40
63,0,2691,2.691,11
63,1,4051,4.051,11
63,0,0,0,11
63,0,3847,3.847,11
63,1,1575,1.575,11
63,0,4064,4.064,11
63,0,0,0,40
63,1,3017,3.017,11
63,1,3097,3.097,11
63,0,0,0,11
63,0,227,0.227,11
63,1,2443,2.443,11
63,0,2668,2.668,11
63,0,0,0,50
63,1,1485,1.485,22
63,1,2614,2.614,22
63,0,0,0,22
63,1,3439,3.439,22
63,0,0,0,22
63,1,1736,1.736,22
79,0,0,0,40
79,1,2259,2.259,11
79,0,0,0,11
79,0,276,0.276,11
79,1,1221,1.221,11
79,0,981,0.981,11
79,0,1581,1.581,11
79,0,0,0,50
79,1,1294,1.294,22
79,1,1174,1.174,22
79,1,1047,1.047,22
79,1,1447,1.447,22
79,1,951,0.951,22
79,1,984,0.984,22
79,0,0,0,40
79,1,2134,2.134,11
79,0,1073,1.073,11
79,1,2001,2.001,11
79,0,2945,2.945,11
79,1,3002,3.002,11
79,1,3122,3.122,11
79,0,0,0,50
79,1,989,0.989,22
79,1,950,0.95,22
79,0,0,0,22
79,1,2223,2.223,22
79,0,0,0,22
79,1,1328,1.328,22
79,0,0,0,40
79,1,1561,1.561,11
79,0,1540,1.54,11
79,0,1242,1.242,11
79,1,1683,1.683,11
79,0,3020,3.02,11
79,0,1268,1.268,11
79,0,0,0,50
79,0,806,0.806,22
79,0,0,0,22
79,1,1271,1.271,22
79,1,847,0.847,22
79,0,0,0,22
79,0,0,0,22
79,0,0,0,40
79,1,1033,1.033,11
79,1,1418,1.418,11
79,1,2914,2.914,11
79,0,2274,2.274,11
79,0,0,0,11
79,0,2419,2.419,11
79,0,0,0,40
79,1,1164,1.164,11
79,0,2180,2.18,11
79,0,2012,2.012,11
79,1,2413,2.413,11
79,1,1708,1.708,11
79,1,3277,3.277,11
79,0,0,0,50
79,1,1677,1.677,22
79,0,1046,1.046,22
79,1,1630,1.63,22
79,1,2086,2.086,22
79,1,879,0.879,22
79,1,1151,1.151,22
79,0,0,0,50
79,1,1296,1.296,22
79,1,1096,1.096,22
79,1,1640,1.64,22
79,0,0,0,22
79,1,977,0.977,22
79,1,1401,1.401,22
83,0,2950,2.95,40
83,1,3038,3.038,11
83,1,1967,1.967,11
83,1,2752,2.752,11
83,1,3248,3.248,11
83,1,3168,3.168,11
83,0,3481,3.481,11
83,0,3201,3.201,50
83,0,1722,1.722,22
83,1,498,0.498,22
83,0,1490,1.49,22
83,1,931,0.931,22
83,0,0,0,22
83,1,2707,2.707,22
83,0,0,0,50
83,1,844,0.844,22
83,1,2180,2.18,22
83,1,2301,2.301,22
83,0,0,0,22
83,1,1997,1.997,22
83,1,2221,2.221,22
83,0,0,0,50
83,1,2870,2.87,22
83,0,1046,1.046,22
83,1,2638,2.638,22
83,1,1766,1.766,22
83,1,919,0.919,22
83,1,1890,1.89,22
83,0,0,0,40
83,1,2259,2.259,11
83,0,1228,1.228,11
83,0,0,0,11
83,0,1141,1.141,11
83,0,0,0,11
83,0,2102,2.102,11
83,0,7,0.007,40
83,1,3376,3.376,11
83,1,3328,3.328,11
83,1,4129,4.129,11
83,0,0,0,11
83,0,2698,2.698,11
83,1,3891,3.891,11
83,0,0,0,40
83,0,0,0,11
83,0,309,0.309,11
83,1,1741,1.741,11
83,1,3942,3.942,11
83,1,2654,2.654,11
83,1,3582,3.582,11
83,0,0,0,50
83,1,2143,2.143,22
83,0,1063,1.063,22
83,1,119,0.119,22
83,0,127,0.127,22
83,1,568,0.568,22
83,1,1192,1.192,22
83,0,0,0,50
83,0,1833,1.833,22
83,1,1057,1.057,22
83,0,4265,4.265,22
83,1,1921,1.921,22
83,1,2738,2.738,22
83,0,0,0,22
83,0,10,0.01,40
83,1,3931,3.931,11
83,0,0,0,11
83,1,3219,3.219,11
83,1,2580,2.58,11
83,1,180,0.18,11
83,1,3676,3.676,11
87,0,2540,2.54,50
87,1,1004,1.004,22
87,1,1476,1.476,22
87,1,1668,1.668,22
87,0,0,0,22
87,1,157,0.157,22
87,1,1909,1.909,22
87,0,3678,3.678,50
87,0,1102,1.102,22
87,1,2694,2.694,22
87,1,1303,1.303,22
87,1,1599,1.599,22
87,1,871,0.871,22
87,0,0,0,22
87,0,0,0,50
87,1,824,0.824,22
87,0,0,0,22
87,1,1153,1.153,22
87,1,1201,1.201,22
87,1,778,0.778,22
87,1,1522,1.522,22
87,0,3677,3.677,40
87,1,2198,2.198,11
87,1,1646,1.646,11
87,0,3727,3.727,11
87,0,3159,3.159,11
87,1,2680,2.68,11
87,1,2888,2.888,11
87,0,0,0,40
87,1,2177,2.177,11
87,1,2882,2.882,11
87,0,2555,2.555,11
87,1,2075,2.075,11
87,1,3612,3.612,11
87,0,3316,3.316,11
87,0,0,0,50
87,1,1134,1.134,22
87,1,3366,3.366,22
87,0,0,0,22
87,1,4663,4.663,22
87,0,0,0,22
87,1,1537,1.537,22
87,0,0,0,40
87,0,3337,3.337,11
87,1,3057,3.057,11
87,1,3274,3.274,11
87,1,2570,2.57,11
87,1,4106,4.106,11
87,1,3451,3.451,11
87,0,0,0,50
87,1,1475,1.475,22
87,1,1308,1.308,22
87,1,1588,1.588,22
87,1,1348,1.348,22
87,1,1412,1.412,22
87,1,1332,1.332,22
87,0,0,0,40
87,1,2838,2.838,11
87,1,3206,3.206,11
87,1,2070,2.07,11
87,1,3582,3.582,11
87,1,2287,2.287,11
87,1,2414,2.414,11
87,0,0,0,40
87,1,2672,2.672,11
87,0,3488,3.488,11
87,0,4072,4.072,11
87,1,2193,2.193,11
87,0,2729,2.729,11
87,0,0,0,11
92,0,0,0,50
92,1,974,0.974,22
92,1,1470,1.47,22
92,1,1390,1.39,22
92,1,2870,2.87,22
92,1,1335,1.335,22
92,1,1255,1.255,22
92,0,0,0,50
92,1,1648,1.648,22
92,0,992,0.992,22
92,1,1705,1.705,22
92,1,888,0.888,22
92,1,1576,1.576,22
92,1,1497,1.497,22
92,0,0,0,40
92,1,2921,2.921,11
92,1,2818,2.818,11
92,1,2618,2.618,11
92,1,1778,1.778,11
92,0,2691,2.691,11
92,1,2206,2.206,11
92,0,0,0,50
92,1,1383,1.383,22
92,1,1304,1.304,22
92,0,0,0,22
92,1,2241,2.241,22
92,0,0,0,22
92,1,1626,1.626,22
92,0,0,0,40
92,1,2996,2.996,11
92,1,3132,3.132,11
92,1,4237,4.237,11
92,1,3165,3.165,11
92,0,3374,3.374,11
92,1,2111,2.111,11
92,0,0,0,40
92,1,4000,4,11
92,0,3416,3.416,11
92,0,2513,2.513,11
92,1,3937,3.937,11
92,0,3946,3.946,11
92,0,0,0,11
92,0,0,0,40
92,1,1875,1.875,11
92,1,2515,2.515,11
92,0,4675,4.675,11
92,1,3124,3.124,11
92,1,4484,4.484,11
92,1,2332,2.332,11
92,0,0,0,50
92,1,1261,1.261,22
92,0,0,0,22
92,1,1310,1.31,22
92,0,0,0,22
92,1,1350,1.35,22
92,0,1199,1.199,22
92,0,0,0,40
92,1,4031,4.031,11
92,1,3312,3.312,11
92,1,3408,3.408,11
92,1,2808,2.808,11
92,1,2857,2.857,11
92,0,3977,3.977,11
92,0,0,0,50
92,0,1161,1.161,22
92,0,0,0,22
92,1,929,0.929,22
92,1,1042,1.042,22
92,0,0,0,22
92,1,2834,2.834,22
1001,1,2374,2.374,11
1001,1,3393,3.393,11
1001,0,2855,2.855,11
1001,0,3430,3.43,11
1001,1,1510,1.51,11
1001,1,3062,3.062,11
1001,1,2822,2.822,11
1001,1,2696,2.696,11
1001,0,3564,3.564,11
1001,1,3426,3.426,11
1001,0,4157,4.157,11
1001,1,3012,3.012,11
1001,1,2165,2.165,22
1001,1,1270,1.27,22
1001,0,0,0,22
1001,1,1722,1.722,22
1001,0,0,0,22
1001,1,1470,1.47,22
1001,0,0,0,11
1001,1,3231,3.231,11
1001,0,2666,2.666,11
1001,1,2448,2.448,11
1001,1,3927,3.927,11
1001,1,2912,2.912,11
1001,1,1785,1.785,22
1001,1,2707,2.707,22
1001,1,1495,1.495,22
1001,0,0,0,22
1001,1,2179,2.179,22
1001,1,1271,1.271,22
1001,1,2970,2.97,11
1001,1,2500,2.5,11
1001,0,0,0,11
1001,1,779,0.779,11
1001,0,4338,4.338,11
1001,0,4792,4.792,11
1001,1,1673,1.673,22
1001,1,2202,2.202,22
1001,1,1189,1.189,22
1001,1,2755,2.755,22
1001,0,0,0,22
1001,0,0,0,22
1001,1,1568,1.568,22
1001,1,3045,3.045,22
1001,1,2149,2.149,22
1001,1,2893,2.893,22
1001,1,2023,2.023,22
1001,1,1021,1.021,22
1001,1,2130,2.13,22
1001,0,2363,2.363,22
1001,1,4401,4.401,22
1001,1,1834,1.834,22
1001,1,1256,1.256,22
1001,1,1379,1.379,22
1001,1,2625,2.625,11
1001,0,3306,3.306,11
1001,1,2224,2.224,11
1001,0,4515,4.515,11
1001,1,3696,3.696,11
1001,1,3839,3.839,11
1003,1,1406,1.406,11
1003,0,0,0,11
1003,0,14,0.014,11
1003,0,3394,3.394,11
1003,1,4346,4.346,11
1003,0,2837,2.837,11
1003,1,2085,2.085,22
1003,1,1743,1.743,22
1003,1,2117,2.117,22
1003,1,3186,3.186,22
1003,1,2056,2.056,22
1003,1,2053,2.053,22
1003,0,1728,1.728,22
1003,0,0,0,22
1003,1,1854,1.854,22
1003,1,1376,1.376,22
1003,0,0,0,22
1003,1,2098,2.098,22
1003,0,3069,3.069,11
1003,0,2992,2.992,11
1003,1,3154,3.154,11
1003,1,3151,3.151,11
1003,0,3666,3.666,11
1003,0,0,0,11
1003,1,481,0.481,22
1003,1,1256,1.256,22
1003,1,1541,1.541,22
1003,1,2757,2.757,22
1003,1,2004,2.004,22
1003,1,1606,1.606,22
1003,1,2985,2.985,11
1003,1,3561,3.561,11
1003,0,3573,3.573,11
1003,1,3501,3.501,11
1003,1,4471,4.471,11
1003,0,3973,3.973,11
1003,1,3644,3.644,11
1003,0,0,0,11
1003,1,2001,2.001,11
1003,0,3651,3.651,11
1003,1,1567,1.567,11
1003,1,3125,3.125,11
1003,1,1721,1.721,22
1003,0,1406,1.406,22
1003,1,2106,2.106,22
1003,1,1799,1.799,22
1003,0,0,0,22
1003,1,2720,2.72,22
1003,1,1297,1.297,22
1003,0,1055,1.055,22
1003,1,1386,1.386,22
1003,1,1061,1.061,22
1003,1,1323,1.323,22
1003,1,2186,2.186,22
1003,0,3759,3.759,11
1003,0,2189,2.189,11
1003,0,2448,2.448,11
1003,1,2206,2.206,11
1003,1,4785,4.785,11
1003,0,2889,2.889,11
1007,1,904,0.904,22
1007,1,966,0.966,22
1007,1,4106,4.106,22
1007,1,2384,2.384,22
1007,1,154,0.154,22
1007,1,1736,1.736,22
1007,1,3492,3.492,11
1007,1,4433,4.433,11
1007,0,0,0,11
1007,0,2684,2.684,11
1007,1,2237,2.237,11
1007,1,2377,2.377,11
1007,0,1294,1.294,22
1007,1,2965,2.965,22
1007,1,1338,1.338,22
1007,1,2266,2.266,22
1007,1,2353,2.353,22
1007,0,0,0,22
1007,1,1215,1.215,22
1007,1,1045,1.045,22
1007,1,1149,1.149,22
1007,0,0,0,22
1007,1,1010,1.01,22
1007,1,1124,1.124,22
1007,1,3324,3.324,11
1007,0,2550,2.55,11
1007,0,4051,4.051,11
1007,1,3715,3.715,11
1007,0,3119,3.119,11
1007,1,4334,4.334,11
1007,1,1966,1.966,11
1007,1,2096,2.096,11
1007,1,2107,2.107,11
1007,1,1669,1.669,11
1007,0,2193,2.193,11
1007,1,3732,3.732,11
1007,1,1858,1.858,11
1007,1,1889,1.889,11
1007,0,1585,1.585,11
1007,1,2423,2.423,11
1007,0,2057,2.057,11
1007,0,1711,1.711,11
1007,1,20,0.02,22
1007,0,901,0.901,22
1007,1,918,0.918,22
1007,1,761,0.761,22
1007,1,747,0.747,22
1007,1,858,0.858,22
1007,1,806,0.806,22
1007,1,1054,1.054,22
1007,1,1279,1.279,22
1007,1,586,0.586,22
1007,1,691,0.691,22
1007,1,110,0.11,22
1007,1,107,0.107,11
1007,1,2275,2.275,11
1007,1,2983,2.983,11
1007,1,2672,2.672,11
1007,1,2435,2.435,11
1007,0,3467,3.467,11
1009,0,0,0,50
1009,1,2335,2.335,22
1009,0,1305,1.305,22
1009,1,3241,3.241,22
1009,0,4193,4.193,22
1009,1,1437,1.437,22
1009,1,2204,2.204,22
1009,0,0,0,40
1009,0,3148,3.148,11
1009,0,1813,1.813,11
1009,0,1830,1.83,11
1009,1,2250,2.25,11
1009,0,4189,4.189,11
1009,1,2407,2.407,11
1009,0,0,0,50
1009,1,1676,1.676,22
1009,0,1669,1.669,22
1009,1,2613,2.613,22
1009,1,1478,1.478,22
1009,1,1514,1.514,22
1009,1,1618,1.618,22
1009,0,0,0,50
1009,0,1420,1.42,22
1009,1,2131,2.131,22
1009,1,2869,2.869,22
1009,1,1982,1.982,22
1009,0,0,0,22
1009,0,0,0,22
1009,0,0,0,40
1009,0,3347,3.347,11
1009,1,2009,2.009,11
1009,0,2896,2.896,11
1009,1,2710,2.71,11
1009,1,3170,3.17,11
1009,0,1823,1.823,11
1009,0,0,0,40
1009,0,4206,4.206,11
1009,0,2865,2.865,11
1009,0,2319,2.319,11
1009,1,1865,1.865,11
1009,0,3437,3.437,11
1009,0,2369,2.369,11
1009,0,0,0,40
1009,1,2197,2.197,11
1009,1,4111,4.111,11
1009,1,1689,1.689,11
1009,1,2610,2.61,11
1009,0,4625,4.625,11
1009,0,2937,2.937,11
1009,0,0,0,50
1009,1,1708,1.708,22
1009,1,1933,1.933,22
1009,1,112,0.112,22
1009,1,1465,1.465,22
1009,1,1954,1.954,22
1009,1,1357,1.357,22
1009,0,0,0,50
1009,1,4191,4.191,22
1009,1,1345,1.345,22
1009,1,988,0.988,22
1009,0,0,0,22
1009,1,1735,1.735,22
1009,1,2552,2.552,22
1009,0,0,0,40
1009,0,0,0,11
1009,1,4352,4.352,11
1009,1,173,0.173,11
1009,1,2679,2.679,11
1009,1,1716,1.716,11
1009,0,0,0,11
1015,0,0,0,50
1015,1,1807,1.807,22
1015,0,1081,1.081,22
1015,1,1631,1.631,22
1015,1,1107,1.107,22
1015,1,1846,1.846,22
1015,1,1246,1.246,22
1015,0,0,0,40
1015,1,3202,3.202,11
1015,0,3419,3.419,11
1015,0,0,0,11
1015,1,2910,2.91,11
1015,0,0,0,11
1015,1,117,0.117,11
1015,0,0,0,40
1015,0,1947,1.947,11
1015,1,2040,2.04,11
1015,0,2886,2.886,11
1015,1,2789,2.789,11
1015,0,2803,2.803,11
1015,1,3270,3.27,11
1015,0,0,0,50
1015,1,1025,1.025,22
1015,1,1039,1.039,22
1015,0,0,0,22
1015,1,2233,2.233,22
1015,0,0,0,22
1015,1,1281,1.281,22
1015,0,0,0,50
1015,1,1069,1.069,22
1015,1,1502,1.502,22
1015,1,1213,1.213,22
1015,0,0,0,22
1015,1,2386,2.386,22
1015,1,1645,1.645,22
1015,0,0,0,40
1015,1,2521,2.521,11
1015,1,2511,2.511,11
1015,1,2486,2.486,11
1015,1,1666,1.666,11
1015,0,4421,4.421,11
1015,1,2598,2.598,11
1015,0,0,0,40
1015,1,2690,2.69,11
1015,1,1968,1.968,11
1015,1,2616,2.616,11
1015,1,1929,1.929,11
1015,1,2574,2.574,11
1015,0,3884,3.884,11
1015,0,0,0,50
1015,0,904,0.904,22
1015,1,1122,1.122,22
1015,1,1524,1.524,22
1015,1,2011,2.011,22
1015,1,1455,1.455,22
1015,1,1829,1.829,22
1015,0,0,0,50
1015,0,812,0.812,22
1015,0,0,0,22
1015,1,966,0.966,22
1015,1,1388,1.388,22
1015,0,0,0,22
1015,1,4897,4.897,22
1015,0,0,0,40
1015,1,2691,2.691,11
1015,1,2124,2.124,11
1015,0,1734,1.734,11
1015,0,0,0,11
1015,1,2683,2.683,11
1015,0,3009,3.009,11
1017,0,4299,4.299,40
1017,0,2665,2.665,11
1017,1,1988,1.988,11
1017,0,2044,2.044,11
1017,0,0,0,11
1017,0,3314,3.314,11
1017,0,2698,2.698,11
1017,0,0,0,40
1017,1,3133,3.133,11
1017,1,1846,1.846,11
1017,1,2343,2.343,11
1017,0,3488,3.488,11
1017,1,2027,2.027,11
1017,1,3160,3.16,11
1017,0,0,0,40
1017,1,2513,2.513,11
1017,1,2217,2.217,11
1017,1,2184,2.184,11
1017,1,2189,2.189,11
1017,1,2123,2.123,11
1017,0,3742,3.742,11
1017,0,0,0,50
1017,1,1687,1.687,22
1017,1,1140,1.14,22
1017,1,1964,1.964,22
1017,0,0,0,22
1017,1,1450,1.45,22
1017,1,1325,1.325,22
1017,0,0,0,50
1017,1,1472,1.472,22
1017,0,1196,1.196,22
1017,1,1389,1.389,22
1017,1,1255,1.255,22
1017,1,1346,1.346,22
1017,1,1237,1.237,22
1017,0,0,0,40
1017,1,2465,2.465,11
1017,1,2449,2.449,11
1017,1,2476,2.476,11
1017,0,4082,4.082,11
1017,1,3273,3.273,11
1017,0,2544,2.544,11
1017,0,0,0,50
1017,0,1037,1.037,22
1017,0,0,0,22
1017,1,1190,1.19,22
1017,1,1387,1.387,22
1017,0,0,0,22
1017,0,0,0,22
1017,0,0,0,50
1017,1,1183,1.183,22
1017,1,1622,1.622,22
1017,1,948,0.948,22
1017,1,1814,1.814,22
1017,1,1207,1.207,22
1017,1,1381,1.381,22
1017,0,0,0,50
1017,1,922,0.922,22
1017,1,1249,1.249,22
1017,0,0,0,22
1017,1,1750,1.75,22
1017,0,0,0,22
1017,1,1169,1.169,22
1017,0,0,0,40
1017,1,2840,2.84,11
1017,1,2084,2.084,11
1017,0,3724,3.724,11
1017,1,2390,2.39,11
1017,0,2625,2.625,11
1017,1,2605,2.605,11
1021,0,0,0,40
1021,0,1605,1.605,11
1021,0,2861,2.861,11
1021,1,4155,4.155,11
1021,1,2579,2.579,11
1021,0,4200,4.2,11
1021,0,0,0,11
1021,0,0,0,50
1021,1,2723,2.723,22
1021,0,1213,1.213,22
1021,1,1478,1.478,22
1021,1,2076,2.076,22
1021,1,2353,2.353,22
1021,1,1617,1.617,22
1021,0,0,0,50
1021,0,1146,1.146,22
1021,1,1875,1.875,22
1021,0,0,0,22
1021,1,1780,1.78,22
1021,0,0,0,22
1021,1,2365,2.365,22
1021,0,0,0,40
1021,0,2683,2.683,11
1021,1,1895,1.895,11
1021,1,2613,2.613,11
1021,1,3005,3.005,11
1021,1,2291,2.291,11
1021,1,2558,2.558,11
1021,0,0,0,50
1021,0,2642,2.642,22
1021,1,1249,1.249,22
1021,1,885,0.885,22
1021,1,1056,1.056,22
1021,0,0,0,22
1021,1,1577,1.577,22
1021,0,0,0,40
1021,1,3710,3.71,11
1021,1,2547,2.547,11
1021,0,0,0,11
1021,0,177,0.177,11
1021,1,3824,3.824,11
1021,0,0,0,11
1021,0,0,0,40
