subj_idx,response,rt_Org,rt,group
1021,1,2591,2.591,11
1021,1,3872,3.872,11
1021,0,3067,3.067,11
1021,1,4385,4.385,11
1021,0,0,0,11
1021,1,206,0.206,11
1021,0,0,0,50
1021,1,1482,1.482,22
1021,1,1591,1.591,22
1021,1,1275,1.275,22
1021,0,1388,1.388,22
1021,1,2041,2.041,22
1021,1,1491,1.491,22
1021,0,0,0,50
1021,1,1805,1.805,22
1021,1,1224,1.224,22
1021,1,3189,3.189,22
1021,0,0,0,22
1021,1,1666,1.666,22
1021,0,1428,1.428,22
1021,0,0,0,40
1021,1,2772,2.772,11
1021,0,2333,2.333,11
1021,0,2425,2.425,11
1021,1,3589,3.589,11
1021,0,2912,2.912,11
1021,1,2080,2.08,11
1025,0,0,0,50
1025,1,1130,1.13,22
1025,0,0,0,22
1025,1,1005,1.005,22
1025,1,879,0.879,22
1025,0,0,0,22
1025,0,0,0,22
1025,0,0,0,50
1025,1,970,0.97,22
1025,1,1132,1.132,22
1025,1,1214,1.214,22
1025,0,0,0,22
1025,1,924,0.924,22
1025,1,1046,1.046,22
1025,0,0,0,50
1025,1,1914,1.914,22
1025,1,1124,1.124,22
1025,1,902,0.902,22
1025,1,888,0.888,22
1025,1,948,0.948,22
1025,1,902,0.902,22
1025,0,0,0,40
1025,0,2098,2.098,11
1025,1,1948,1.948,11
1025,0,1798,1.798,11
1025,1,2744,2.744,11
1025,1,2644,2.644,11
1025,1,2742,2.742,11
1025,0,0,0,40
1025,1,2978,2.978,11
1025,1,2220,2.22,11
1025,0,2814,2.814,11
1025,1,2024,2.024,11
1025,0,3996,3.996,11
1025,1,2606,2.606,11
1025,0,0,0,50
1025,1,1250,1.25,22
1025,0,979,0.979,22
1025,1,949,0.949,22
1025,1,1823,1.823,22
1025,1,963,0.963,22
1025,1,1453,1.453,22
1025,0,0,0,50
1025,1,1825,1.825,22
1025,0,1099,1.099,22
1025,1,773,0.773,22
1025,1,1079,1.079,22
1025,0,0,0,22
1025,1,949,0.949,22
1025,0,0,0,40
1025,1,1873,1.873,11
1025,1,2923,2.923,11
1025,1,2237,2.237,11
1025,1,1823,1.823,11
1025,0,2148,2.148,11
1025,0,1933,1.933,11
1025,0,0,0,40
1025,1,2809,2.809,11
1025,1,2899,2.899,11
1025,1,4053,4.053,11
1025,1,4391,4.391,11
1025,1,2100,2.1,11
1025,0,2830,2.83,11
1025,0,0,0,40
1025,1,2508,2.508,11
1025,1,2619,2.619,11
1025,0,1901,1.901,11
1025,1,3151,3.151,11
1025,1,2940,2.94,11
1025,1,2646,2.646,11
1027,0,0,0,40
1027,1,1845,1.845,11
1027,1,1375,1.375,11
1027,1,2515,2.515,11
1027,0,0,0,11
1027,1,2339,2.339,11
1027,0,1792,1.792,11
1027,0,0,0,50
1027,1,3795,3.795,22
1027,0,965,0.965,22
1027,1,1881,1.881,22
1027,1,1262,1.262,22
1027,1,1187,1.187,22
1027,1,2187,2.187,22
1027,0,0,0,50
1027,1,1324,1.324,22
1027,1,2103,2.103,22
1027,0,0,0,22
1027,1,2045,2.045,22
1027,0,0,0,22
1027,1,2783,2.783,22
1027,0,0,0,50
1027,1,1426,1.426,22
1027,1,1234,1.234,22
1027,1,1860,1.86,22
1027,1,1465,1.465,22
1027,1,911,0.911,22
1027,1,1394,1.394,22
1027,0,0,0,40
1027,0,2186,2.186,11
1027,1,2505,2.505,11
1027,1,2574,2.574,11
1027,1,3210,3.21,11
1027,1,2068,2.068,11
1027,0,2467,2.467,11
1027,0,0,0,40
1027,1,2981,2.981,11
1027,1,2004,2.004,11
1027,1,3435,3.435,11
1027,0,2624,2.624,11
1027,0,3982,3.982,11
1027,1,2804,2.804,11
1027,0,0,0,50
1027,1,1085,1.085,22
1027,1,1088,1.088,22
1027,1,1364,1.364,22
1027,0,0,0,22
1027,1,1867,1.867,22
1027,1,1812,1.812,22
1027,0,0,0,50
1027,0,2464,2.464,22
1027,0,0,0,22
1027,1,1775,1.775,22
1027,1,1514,1.514,22
1027,0,0,0,22
1027,0,0,0,22
1027,0,0,0,40
1027,1,3571,3.571,11
1027,1,3283,3.283,11
1027,1,2989,2.989,11
1027,1,2221,2.221,11
1027,0,0,0,11
1027,0,2022,2.022,11
1027,0,0,0,40
1027,1,1812,1.812,11
1027,1,3415,3.415,11
1027,1,2665,2.665,11
1027,1,2120,2.12,11
1027,1,1869,1.869,11
1027,1,3554,3.554,11
1029,0,4596,4.596,50
1029,1,996,0.996,22
1029,1,1309,1.309,22
1029,1,1266,1.266,22
1029,0,0,0,22
1029,1,1668,1.668,22
1029,1,2144,2.144,22
1029,0,2862,2.862,50
1029,1,1798,1.798,22
1029,1,1232,1.232,22
1029,0,0,0,22
1029,1,1238,1.238,22
1029,0,0,0,22
1029,1,1152,1.152,22
1029,0,3916,3.916,40
1029,1,3254,3.254,11
1029,0,2104,2.104,11
1029,1,2295,2.295,11
1029,1,2089,2.089,11
1029,1,2242,2.242,11
1029,1,2491,2.491,11
1029,0,2571,2.571,40
1029,1,2709,2.709,11
1029,1,2085,2.085,11
1029,1,2074,2.074,11
1029,1,1947,1.947,11
1029,0,2364,2.364,11
1029,0,3016,3.016,11
1029,0,2620,2.62,50
1029,1,1494,1.494,22
1029,1,1075,1.075,22
1029,1,1074,1.074,22
1029,1,970,0.97,22
1029,1,877,0.877,22
1029,1,1034,1.034,22
1029,0,1627,1.627,50
1029,0,1260,1.26,22
1029,0,0,0,22
1029,1,1098,1.098,22
1029,1,1118,1.118,22
1029,0,0,0,22
1029,0,0,0,22
1029,0,2322,2.322,40
1029,0,3615,3.615,11
1029,1,2360,2.36,11
1029,1,2206,2.206,11
1029,1,2090,2.09,11
1029,1,3330,3.33,11
1029,1,4755,4.755,11
1029,0,1315,1.315,40
1029,1,1620,1.62,11
1029,0,3804,3.804,11
1029,0,2014,2.014,11
1029,1,1403,1.403,11
1029,1,1710,1.71,11
1029,1,2622,2.622,11
1029,0,1572,1.572,40
1029,1,1425,1.425,11
1029,1,1551,1.551,11
1029,1,2827,2.827,11
1029,0,3276,3.276,11
1029,1,1797,1.797,11
1029,0,2248,2.248,11
1029,0,1218,1.218,50
1029,1,1204,1.204,22
1029,0,801,0.801,22
1029,1,1888,1.888,22
1029,1,1541,1.541,22
1029,1,1789,1.789,22
1029,1,1577,1.577,22
1031,0,0,0,40
1031,1,3211,3.211,11
1031,1,2696,2.696,11
1031,0,0,0,11
1031,1,2659,2.659,11
1031,1,2301,2.301,11
1031,1,1831,1.831,11
1031,0,0,0,50
1031,1,1443,1.443,22
1031,0,1247,1.247,22
1031,1,920,0.92,22
1031,1,1762,1.762,22
1031,1,787,0.787,22
1031,1,812,0.812,22
1031,0,0,0,50
1031,0,820,0.82,22
1031,1,4312,4.312,22
1031,1,843,0.843,22
1031,0,1004,1.004,22
1031,0,0,0,22
1031,1,1659,1.659,22
1031,0,0,0,50
1031,1,880,0.88,22
1031,1,1264,1.264,22
1031,1,1545,1.545,22
1031,0,0,0,22
1031,1,1265,1.265,22
1031,1,989,0.989,22
1031,0,0,0,40
1031,1,1737,1.737,11
1031,1,2961,2.961,11
1031,0,1711,1.711,11
1031,1,1944,1.944,11
1031,1,2531,2.531,11
1031,1,1933,1.933,11
1031,0,0,0,40
1031,1,3831,3.831,11
1031,1,1998,1.998,11
1031,1,2715,2.715,11
1031,1,1815,1.815,11
1031,1,1815,1.815,11
1031,1,2569,2.569,11
1031,0,0,0,40
1031,1,3003,3.003,11
1031,1,1487,1.487,11
1031,1,1811,1.811,11
1031,1,2694,2.694,11
1031,0,1812,1.812,11
1031,1,2350,2.35,11
1031,0,0,0,50
1031,1,890,0.89,22
1031,1,892,0.892,22
1031,0,0,0,22
1031,1,1416,1.416,22
1031,0,0,0,22
1031,1,769,0.769,22
1031,0,0,0,50
1031,1,1196,1.196,22
1031,1,1041,1.041,22
1031,1,1234,1.234,22
1031,1,1343,1.343,22
1031,1,935,0.935,22
1031,1,836,0.836,22
1031,0,0,0,40
1031,1,1922,1.922,11
1031,1,1745,1.745,11
1031,1,3022,3.022,11
1031,1,1879,1.879,11
1031,0,4225,4.225,11
1031,0,2107,2.107,11
1033,0,2271,2.271,50
1033,1,1821,1.821,22
1033,1,1610,1.61,22
1033,0,0,0,22
1033,1,2226,2.226,22
1033,0,0,0,22
1033,1,1829,1.829,22
1033,0,0,0,40
1033,1,2538,2.538,11
1033,1,2682,2.682,11
1033,0,1792,1.792,11
1033,1,3038,3.038,11
1033,0,3456,3.456,11
1033,0,0,0,11
1033,0,0,0,50
1033,1,2086,2.086,22
1033,0,1262,1.262,22
1033,1,1352,1.352,22
1033,1,1543,1.543,22
1033,1,1061,1.061,22
1033,1,1447,1.447,22
1033,0,0,0,40
1033,1,1742,1.742,11
1033,1,1282,1.282,11
1033,0,2453,2.453,11
1033,0,2013,2.013,11
1033,1,1762,1.762,11
1033,1,801,0.801,11
1033,0,0,0,40
1033,0,2301,2.301,11
1033,0,0,0,11
1033,1,2823,2.823,11
1033,1,1958,1.958,11
1033,1,3076,3.076,11
1033,1,1916,1.916,11
1033,0,0,0,50
1033,1,1886,1.886,22
1033,1,438,0.438,22
1033,0,700,0.7,22
1033,1,1090,1.09,22
1033,1,1365,1.365,22
1033,1,1168,1.168,22
1033,0,0,0,50
1033,1,1117,1.117,22
1033,1,879,0.879,22
1033,1,1333,1.333,22
1033,0,0,0,22
1033,1,2433,2.433,22
1033,1,1105,1.105,22
1033,0,0,0,50
1033,0,1208,1.208,22
1033,1,2375,2.375,22
1033,1,1439,1.439,22
1033,1,845,0.845,22
1033,0,0,0,22
1033,0,0,0,22
1033,0,0,0,40
1033,1,2168,2.168,11
1033,0,1355,1.355,11
1033,0,953,0.953,11
1033,0,1634,1.634,11
1033,0,859,0.859,11
1033,0,2798,2.798,11
1033,0,0,0,40
1033,1,1114,1.114,11
1033,1,1437,1.437,11
1033,1,1368,1.368,11
1033,1,391,0.391,11
1033,1,1257,1.257,11
1033,1,2647,2.647,11
1035,0,0,0,40
1035,0,2293,2.293,11
1035,0,1707,1.707,11
1035,0,2091,2.091,11
1035,1,3345,3.345,11
1035,1,2492,2.492,11
1035,1,1898,1.898,11
1035,0,0,0,40
1035,1,2922,2.922,11
1035,1,1377,1.377,11
1035,1,1833,1.833,11
1035,1,1997,1.997,11
1035,0,2041,2.041,11
1035,1,1581,1.581,11
1035,0,0,0,50
1035,0,1297,1.297,22
1035,1,1784,1.784,22
1035,1,1342,1.342,22
1035,1,919,0.919,22
1035,0,0,0,22
1035,1,718,0.718,22
1035,0,0,0,40
1035,1,2365,2.365,11
1035,1,2477,2.477,11
1035,1,2923,2.923,11
1035,1,2998,2.998,11
1035,1,1801,1.801,11
1035,1,1898,1.898,11
1035,0,0,0,50
1035,1,1493,1.493,22
1035,1,1756,1.756,22
1035,0,0,0,22
1035,1,1152,1.152,22
1035,0,0,0,22
1035,1,1558,1.558,22
1035,0,0,0,50
1035,1,1171,1.171,22
1035,0,1156,1.156,22
1035,1,1043,1.043,22
1035,1,1352,1.352,22
1035,1,1275,1.275,22
1035,1,1015,1.015,22
1035,0,0,0,40
1035,1,1655,1.655,11
1035,1,2880,2.88,11
1035,0,2946,2.946,11
1035,1,1957,1.957,11
1035,1,1778,1.778,11
1035,0,1741,1.741,11
1035,0,0,0,40
1035,1,2033,2.033,11
1035,1,2262,2.262,11
1035,1,2092,2.092,11
1035,0,0,0,11
1035,1,1746,1.746,11
1035,0,1778,1.778,11
1035,0,0,0,50
1035,1,1122,1.122,22
1035,1,2371,2.371,22
1035,1,1703,1.703,22
1035,1,4820,4.82,22
1035,1,988,0.988,22
1035,1,774,0.774,22
1035,0,0,0,50
1035,1,1301,1.301,22
1035,1,1194,1.194,22
1035,1,1764,1.764,22
1035,1,975,0.975,22
1035,1,1225,1.225,22
1035,1,928,0.928,22
1041,0,0,0,40
1041,1,1969,1.969,11
1041,1,1502,1.502,11
1041,1,2172,2.172,11
1041,1,2799,2.799,11
1041,0,2465,2.465,11
1041,1,2058,2.058,11
1041,0,0,0,40
1041,1,1709,1.709,11
1041,1,1875,1.875,11
1041,1,3008,3.008,11
1041,1,2345,2.345,11
1041,1,3521,3.521,11
1041,1,2103,2.103,11
1041,0,0,0,50
1041,0,943,0.943,22
1041,0,0,0,22
1041,1,1168,1.168,22
1041,1,920,0.92,22
1041,0,0,0,22
1041,0,0,0,22
1041,0,0,0,40
1041,1,1851,1.851,11
1041,1,2005,2.005,11
1041,1,2697,2.697,11
1041,1,2413,2.413,11
1041,1,2465,2.465,11
1041,0,2114,2.114,11
1041,0,0,0,40
1041,1,1733,1.733,11
1041,1,2929,2.929,11
1041,0,1920,1.92,11
1041,1,2550,2.55,11
1041,0,2943,2.943,11
1041,1,2235,2.235,11
1041,0,0,0,50
1041,1,862,0.862,22
1041,1,772,0.772,22
1041,0,0,0,22
1041,1,1229,1.229,22
1041,0,0,0,22
1041,1,1147,1.147,22
1041,0,0,0,50
1041,1,954,0.954,22
1041,1,988,0.988,22
1041,1,1124,1.124,22
1041,0,0,0,22
1041,1,1371,1.371,22
1041,1,1232,1.232,22
1041,0,0,0,40
1041,1,2383,2.383,11
1041,1,1877,1.877,11
1041,1,3090,3.09,11
1041,1,3466,3.466,11
1041,1,2062,2.062,11
1041,1,2605,2.605,11
1041,0,0,0,50
1041,1,1033,1.033,22
1041,1,967,0.967,22
1041,1,925,0.925,22
1041,1,1000,1,22
1041,1,842,0.842,22
1041,1,807,0.807,22
1041,0,0,0,50
1041,1,1228,1.228,22
1041,0,1143,1.143,22
1041,1,1203,1.203,22
1041,1,991,0.991,22
1041,1,1061,1.061,22
1041,1,1404,1.404,22
1043,0,0,0,50
1043,1,3888,3.888,22
1043,0,1456,1.456,22
1043,1,1770,1.77,22
1043,1,1482,1.482,22
1043,1,1283,1.283,22
1043,1,1264,1.264,22
1043,0,0,0,40
1043,1,2932,2.932,11
1043,1,2952,2.952,11
1043,0,0,0,11
1043,1,4454,4.454,11
1043,1,2094,2.094,11
1043,1,3347,3.347,11
1043,0,0,0,40
1043,1,3816,3.816,11
1043,1,2667,2.667,11
1043,1,4065,4.065,11
1043,1,2721,2.721,11
1043,0,3923,3.923,11
1043,1,3190,3.19,11
1043,0,0,0,40
1043,1,2322,2.322,11
1043,1,3492,3.492,11
1043,0,2785,2.785,11
1043,1,3806,3.806,11
1043,0,4011,4.011,11
1043,1,2449,2.449,11
1043,0,0,0,50
1043,1,1612,1.612,22
1043,1,1589,1.589,22
1043,1,1844,1.844,22
1043,1,1515,1.515,22
1043,1,1263,1.263,22
1043,1,1059,1.059,22
1043,0,0,0,40
1043,1,1810,1.81,11
1043,1,1965,1.965,11
1043,1,3522,3.522,11
1043,1,1922,1.922,11
1043,1,4144,4.144,11
1043,0,4089,4.089,11
1043,0,0,0,50
1043,1,1147,1.147,22
1043,1,1554,1.554,22
1043,1,1404,1.404,22
1043,0,0,0,22
1043,1,144,0.144,22
1043,1,1399,1.399,22
1043,0,0,0,50
1043,0,1737,1.737,22
1043,0,0,0,22
1043,1,2079,2.079,22
1043,1,1585,1.585,22
1043,0,0,0,22
1043,1,4674,4.674,22
1043,0,0,0,50
1043,1,1524,1.524,22
1043,1,1665,1.665,22
1043,0,0,0,22
1043,1,2015,2.015,22
1043,0,0,0,22
1043,1,1750,1.75,22
1043,0,0,0,40
1043,1,4676,4.676,11
1043,1,4028,4.028,11
1043,1,2921,2.921,11
1043,1,3748,3.748,11
1043,1,2150,2.15,11
1043,1,4135,4.135,11
1045,0,0,0,40
1045,1,2136,2.136,11
1045,0,2141,2.141,11
1045,0,1679,1.679,11
1045,1,3545,3.545,11
1045,1,2795,2.795,11
1045,1,2885,2.885,11
1045,0,0,0,50
1045,1,1632,1.632,22
1045,0,1741,1.741,22
1045,1,1975,1.975,22
1045,1,1601,1.601,22
1045,1,2027,2.027,22
1045,1,1941,1.941,22
1045,0,0,0,50
1045,0,1832,1.832,22
1045,0,0,0,22
1045,1,1591,1.591,22
1045,1,2929,2.929,22
1045,0,0,0,22
1045,0,0,0,22
1045,0,0,0,40
1045,0,3296,3.296,11
1045,1,3325,3.325,11
1045,0,4519,4.519,11
1045,0,2825,2.825,11
1045,0,3107,3.107,11
1045,1,2455,2.455,11
1045,0,0,0,50
1045,1,1456,1.456,22
1045,1,2277,2.277,22
1045,0,0,0,22
1045,1,1737,1.737,22
1045,0,0,0,22
1045,1,1949,1.949,22
1045,0,0,0,40
1045,0,2624,2.624,11
1045,1,2853,2.853,11
1045,1,2823,2.823,11
1045,1,2713,2.713,11
1045,1,2691,2.691,11
1045,1,3565,3.565,11
1045,0,0,0,40
1045,0,3792,3.792,11
1045,1,2885,2.885,11
1045,1,2727,2.727,11
1045,0,3249,3.249,11
1045,1,2075,2.075,11
1045,0,3205,3.205,11
1045,0,0,0,40
1045,1,3288,3.288,11
1045,1,4269,4.269,11
1045,1,2887,2.887,11
1045,1,2001,2.001,11
1045,0,3379,3.379,11
1045,1,2941,2.941,11
1045,0,0,0,50
1045,1,1768,1.768,22
1045,1,1861,1.861,22
1045,1,1991,1.991,22
1045,0,0,0,22
1045,1,1555,1.555,22
1045,1,4581,4.581,22
1045,0,0,0,50
1045,1,1720,1.72,22
1045,1,3013,3.013,22
1045,1,1679,1.679,22
1045,1,2313,2.313,22
1045,1,1443,1.443,22
1045,1,1373,1.373,22
94,0,0,0,40
94,1,4477,4.477,11
94,1,3750,3.75,11
94,0,3902,3.902,11
94,0,4286,4.286,11
94,0,2479,2.479,11
94,0,2743,2.743,11
94,0,0,0,50
94,1,1408,1.408,22
94,1,1152,1.152,22
94,1,1496,1.496,22
94,1,1097,1.097,22
94,1,2393,2.393,22
94,1,1577,1.577,22
94,0,0,0,50
94,1,1274,1.274,22
94,0,954,0.954,22
94,1,1163,1.163,22
94,1,899,0.899,22
94,1,1083,1.083,22
94,1,1623,1.623,22
94,0,0,0,40
94,1,4312,4.312,11
94,0,0,0,11
94,0,3976,3.976,11
94,1,2817,2.817,11
94,1,3810,3.81,11
94,0,2314,2.314,11
94,0,0,0,40
94,0,3316,3.316,11
94,1,2412,2.412,11
94,1,4037,4.037,11
94,1,1997,1.997,11
94,0,2030,2.03,11
94,0,4063,4.063,11
94,0,0,0,50
94,0,1152,1.152,22
94,0,0,0,22
94,1,1209,1.209,22
94,1,1234,1.234,22
94,0,0,0,22
94,0,0,0,22
94,0,0,0,50
94,1,1515,1.515,22
94,1,2403,2.403,22
94,1,2732,2.732,22
94,1,1348,1.348,22
94,1,1563,1.563,22
94,1,1077,1.077,22
94,0,0,0,40
94,1,3692,3.692,11
94,0,3348,3.348,11
94,0,3100,3.1,11
94,0,0,0,11
94,0,2381,2.381,11
94,1,2645,2.645,11
94,0,0,0,50
94,1,1238,1.238,22
94,1,1102,1.102,22
94,0,0,0,22
94,1,2111,2.111,22
94,0,0,0,22
94,1,1512,1.512,22
94,0,0,0,40
94,1,2408,2.408,11
94,0,4105,4.105,11
94,1,2697,2.697,11
94,1,3873,3.873,11
94,1,2666,2.666,11
94,1,4122,4.122,11
95,0,2669,2.669,50
95,1,1798,1.798,22
95,0,927,0.927,22
95,1,1439,1.439,22
95,1,960,0.96,22
95,1,720,0.72,22
95,1,872,0.872,22
95,0,0,0,40
95,1,2920,2.92,11
95,1,1833,1.833,11
95,1,1825,1.825,11
95,1,2105,2.105,11
95,0,1826,1.826,11
95,1,1722,1.722,11
95,0,0,0,40
95,1,1491,1.491,11
95,1,1323,1.323,11
95,1,1667,1.667,11
95,1,1732,1.732,11
95,0,2055,2.055,11
95,0,2108,2.108,11
95,0,0,0,50
95,0,1097,1.097,22
95,0,0,0,22
95,1,1258,1.258,22
95,1,1011,1.011,22
95,0,0,0,22
95,1,3276,3.276,22
95,0,0,0,50
95,1,1493,1.493,22
95,1,1446,1.446,22
95,1,1030,1.03,22
95,1,895,0.895,22
95,1,760,0.76,22
95,1,1920,1.92,22
95,0,0,0,40
95,1,2153,2.153,11
95,1,1370,1.37,11
95,1,1162,1.162,11
95,0,2698,2.698,11
95,1,2027,2.027,11
95,1,2451,2.451,11
95,0,0,0,50
95,1,1948,1.948,22
95,1,908,0.908,22
95,1,668,0.668,22
95,0,0,0,22
95,1,1261,1.261,22
95,1,893,0.893,22
95,0,0,0,40
95,0,2326,2.326,11
95,1,1686,1.686,11
95,0,1447,1.447,11
95,1,1455,1.455,11
95,1,1607,1.607,11
95,0,2080,2.08,11
95,0,0,0,50
95,1,952,0.952,22
95,0,776,0.776,22
95,0,0,0,22
95,1,1265,1.265,22
95,0,0,0,22
95,1,1009,1.009,22
95,0,0,0,40
95,1,1602,1.602,11
95,1,1482,1.482,11
95,0,1386,1.386,11
95,1,1771,1.771,11
95,0,0,0,11
95,1,2075,2.075,11
97,0,0,0,40
97,0,2162,2.162,11
97,0,0,0,11
97,0,3707,3.707,11
97,1,4379,4.379,11
97,0,0,0,11
97,1,163,0.163,11
97,0,0,0,40
97,1,2764,2.764,11
97,1,4284,4.284,11
97,1,4773,4.773,11
97,1,3077,3.077,11
97,0,3029,3.029,11
97,0,4542,4.542,11
97,0,0,0,40
97,0,4094,4.094,11
97,1,2878,2.878,11
97,0,2511,2.511,11
97,0,4543,4.543,11
97,1,4279,4.279,11
97,1,17,0.017,11
97,0,0,0,50
97,1,2320,2.32,22
97,0,1537,1.537,22
97,1,1932,1.932,22
97,1,1381,1.381,22
97,1,1501,1.501,22
97,1,2334,2.334,22
97,0,0,0,50
97,1,1023,1.023,22
97,0,1968,1.968,22
97,1,2080,2.08,22
97,0,0,0,22
97,1,2369,2.369,22
97,1,2250,2.25,22
97,0,0,0,40
97,1,2627,2.627,11
97,0,3083,3.083,11
97,0,4652,4.652,11
97,1,2925,2.925,11
97,0,1693,1.693,11
97,0,1822,1.822,11
97,0,0,0,40
97,0,1839,1.839,11
97,1,3103,3.103,11
97,0,2840,2.84,11
97,1,3152,3.152,11
97,1,4097,4.097,11
97,0,0,0,11
97,0,0,0,50
97,0,1521,1.521,22
97,1,1762,1.762,22
97,1,1090,1.09,22
97,1,666,0.666,22
97,1,2627,2.627,22
97,0,0,0,22
97,0,0,0,50
97,0,0,0,22
97,1,2899,2.899,22
97,0,0,0,22
97,1,1356,1.356,22
97,1,4820,4.82,22
97,1,1461,1.461,22
97,0,101,0.101,50
97,1,4701,4.701,22
97,1,2070,2.07,22
97,1,1950,1.95,22
97,1,3670,3.67,22
97,1,1231,1.231,22
97,1,2767,2.767,22
100,0,0,0,40
100,1,2000,2,11
100,1,1966,1.966,11
100,1,3655,3.655,11
100,1,1224,1.224,11
100,1,2904,2.904,11
100,0,1889,1.889,11
100,0,0,0,40
100,0,1938,1.938,11
100,0,459,0.459,11
100,1,3643,3.643,11
100,1,2059,2.059,11
100,1,2405,2.405,11
100,1,4477,4.477,11
100,0,0,0,50
100,1,2782,2.782,22
100,0,1374,1.374,22
100,1,2711,2.711,22
100,1,1158,1.158,22
100,1,1790,1.79,22
100,1,2807,2.807,22
100,0,0,0,40
100,1,1575,1.575,11
100,0,3680,3.68,11
100,0,2384,2.384,11
100,1,1528,1.528,11
100,0,3065,3.065,11
100,0,4201,4.201,11
100,0,0,0,50
100,0,1378,1.378,22
100,1,3106,3.106,22
100,1,1034,1.034,22
100,1,1259,1.259,22
100,1,907,0.907,22
100,1,19,0.019,22
100,0,156,0.156,50
100,1,1076,1.076,22
100,1,1444,1.444,22
100,1,2405,2.405,22
100,1,1693,1.693,22
100,1,4357,4.357,22
100,1,1078,1.078,22
100,0,0,0,40
100,0,2390,2.39,11
100,1,3574,3.574,11
100,0,0,0,11
100,1,2479,2.479,11
100,0,1751,1.751,11
100,1,1594,1.594,11
100,0,0,0,40
100,1,1643,1.643,11
100,1,1496,1.496,11
100,0,3941,3.941,11
100,0,3533,3.533,11
100,1,1577,1.577,11
100,0,2081,2.081,11
100,0,0,0,50
100,1,1648,1.648,22
100,1,1024,1.024,22
100,1,65,0.065,22
100,0,18,0.018,22
100,1,1298,1.298,22
100,1,1035,1.035,22
100,0,0,0,50
100,1,708,0.708,22
100,1,773,0.773,22
100,0,13,0.013,22
100,0,0,0,22
100,0,2230,2.23,22
100,1,983,0.983,22
105,0,0,0,40
105,1,1757,1.757,11
105,0,3758,3.758,11
105,0,2278,2.278,11
105,1,2878,2.878,11
105,0,3807,3.807,11
105,0,2719,2.719,11
105,0,0,0,40
105,1,3304,3.304,11
105,1,3528,3.528,11
105,1,1976,1.976,11
105,1,1808,1.808,11
105,1,1848,1.848,11
105,1,2449,2.449,11
105,0,0,0,50
105,1,1513,1.513,22
105,0,1162,1.162,22
105,1,1762,1.762,22
105,1,2682,2.682,22
105,1,1219,1.219,22
105,1,1947,1.947,22
105,0,0,0,40
105,1,2788,2.788,11
105,0,2828,2.828,11
105,0,2084,2.084,11
105,1,3381,3.381,11
105,0,3877,3.877,11
105,1,3453,3.453,11
105,0,0,0,50
105,0,1489,1.489,22
105,1,3170,3.17,22
105,1,1018,1.018,22
105,1,1371,1.371,22
105,1,1828,1.828,22
105,0,0,0,22
105,0,0,0,50
105,0,1334,1.334,22
105,1,1574,1.574,22
105,1,4543,4.543,22
105,1,3327,3.327,22
105,1,272,0.272,22
105,1,1520,1.52,22
105,0,0,0,40
105,0,2233,2.233,11
105,1,3354,3.354,11
105,1,3667,3.667,11
105,1,2347,2.347,11
105,0,4012,4.012,11
105,1,2684,2.684,11
105,0,0,0,40
105,1,2949,2.949,11
105,1,2581,2.581,11
105,0,4621,4.621,11
105,0,3405,3.405,11
105,1,1709,1.709,11
105,0,2742,2.742,11
105,0,0,0,50
105,1,1839,1.839,22
105,1,1471,1.471,22
105,1,2344,2.344,22
105,1,2168,2.168,22
105,0,2072,2.072,22
105,1,1321,1.321,22
105,0,0,0,50
105,1,1105,1.105,22
105,0,1402,1.402,22
105,0,0,0,22
105,1,74,0.074,22
105,1,1554,1.554,22
105,1,1074,1.074,22
107,0,0,0,40
107,1,1869,1.869,11
107,1,3206,3.206,11
107,1,3142,3.142,11
107,1,2718,2.718,11
107,1,2063,2.063,11
107,1,2703,2.703,11
107,0,0,0,40
107,1,1867,1.867,11
107,0,4300,4.3,11
107,0,1872,1.872,11
107,1,3117,3.117,11
107,1,2390,2.39,11
107,1,2846,2.846,11
107,0,0,0,50
107,1,1911,1.911,22
107,0,1304,1.304,22
107,1,2121,2.121,22
107,1,1217,1.217,22
107,1,1170,1.17,22
107,1,1827,1.827,22
107,0,0,0,40
107,1,2236,2.236,11
107,1,1724,1.724,11
107,1,2380,2.38,11
107,0,182,0.182,11
107,0,2654,2.654,11
107,1,2366,2.366,11
107,0,0,0,50
107,0,1127,1.127,22
107,0,0,0,22
107,0,15,0.015,22
107,1,919,0.919,22
107,0,0,0,22
107,0,0,0,22
107,0,0,0,50
107,1,1137,1.137,22
107,1,1625,1.625,22
107,0,0,0,22
107,1,1162,1.162,22
107,0,0,0,22
107,1,1362,1.362,22
107,0,0,0,40
107,0,0,0,11
107,0,2171,2.171,11
107,1,3563,3.563,11
107,1,2780,2.78,11
107,0,1996,1.996,11
107,1,196,0.196,11
107,0,0,0,40
107,1,2181,2.181,11
107,0,2245,2.245,11
107,0,2117,2.117,11
107,1,2262,2.262,11
107,0,2006,2.006,11
107,0,4079,4.079,11
107,0,0,0,50
107,1,935,0.935,22
107,1,1503,1.503,22
107,1,1279,1.279,22
107,1,1304,1.304,22
107,1,1179,1.179,22
107,1,1603,1.603,22
107,0,0,0,50
107,1,965,0.965,22
107,1,1141,1.141,22
107,1,1454,1.454,22
107,0,0,0,22
107,1,1503,1.503,22
107,1,1352,1.352,22
108,0,0,0,40
108,0,1578,1.578,11
108,1,2035,2.035,11
108,1,1627,1.627,11
108,1,1563,1.563,11
108,1,2468,2.468,11
108,1,2388,2.388,11
