,0
v_subj(22).92,1.0000030385468988
v_subj(22).94,0.9999716883261938
v_subj(22).95,1.000026929615811
v_subj(22).97,0.9999945385487808
v_subj(22).100,1.000045398205487
v_subj(22).105,1.0000661057241071
v_subj(22).107,1.0000132943161093
v_subj(22).108,1.0000263551690598
v_subj(22).109,0.9999870104034546
v_subj(22).112,0.9999911188316217
v_subj(22).117,0.9999919585215971
v_subj(22).118,1.0000205075585036
v_subj(22).119,1.0000220993650168
v_subj(22).121,1.0000337443801686
v_subj(22).123,1.0000265167277902
v_subj(22).126,1.0000103469410417
v_subj(22).130,1.0000122823453232
v_subj(22).131,0.9999924712941166
v_subj(22).134,1.0000084900040318
v_subj(22).135,1.0000304667061566
v_subj(22).136,1.000021177924501
v_subj(22).142,1.0000100949019592
v_subj(22).145,1.0000150152016767
v_subj(22).146,1.0000724250881066
v_subj(22).148,1.000070746788105
v_subj(22).152,1.000089231217837
v_subj(22).154,1.0000170484257602
v_subj(22).155,1.0000235672962712
v_subj(22).157,0.9999709772971859
v_subj(22).159,1.0000369580897492
v_subj(22).161,1.0000062828919112
v_subj(22).176,1.0000208263219057
v_subj(22).178,1.0000305925555057
v_subj(22).179,1.000027373425423
v_subj(22).181,1.0000005543089134
v_subj(22).183,1.0000156597148144
v_subj(22).184,1.0000101183211043
v_subj(22).186,1.0000792606202253
v_subj(22).189,1.000025518898246
v_subj(22).193,1.000029223521941
v_subj(22).194,1.000067600663069
v_subj(22).196,1.0000612977507242
v_subj(22).1001,1.0000681142432937
v_subj(22).1003,1.0000675964368237
v_subj(22).1007,0.999996834072016
v_subj(22).1009,0.9999645543264256
v_subj(22).1015,1.0000200994429158
v_subj(22).1017,1.0001015254631893
v_subj(22).1021,1.000009605314107
v_subj(22).1025,1.0000011095631782
v_subj(22).1027,1.0000118080608529
v_subj(22).1029,1.0001103487335556
v_subj(22).1031,1.0000483858640732
v_subj(22).1033,1.0000715126907445
v_subj(22).1035,1.000087049963954
v_subj(22).1041,1.0000405288100336
v_subj(22).1043,1.0000209505308204
v_subj(22).1045,1.0000095495887904
t(11),1.0000852413304526
t(22),1.0000692840209506
t_std,1.0002352305258315
t_subj(11).15,1.0000078887469483
t_subj(11).16,1.000068066089175
t_subj(11).17,1.0000126920012797
t_subj(11).24,1.0002605969643292
t_subj(11).26,1.0000717697902088
t_subj(11).28,1.0000266748152207
t_subj(11).30,1.000607756077633
t_subj(11).34,1.0000633928665965
t_subj(11).36,1.0001416401951095
t_subj(11).38,0.9999988272363026
t_subj(11).40,1.000053487022515
t_subj(11).42,1.0000765766400284
t_subj(11).44,0.9999923342451856
t_subj(11).46,1.0001144202383838
t_subj(11).48,1.0001158267458734
t_subj(11).50,1.0009051819996286
t_subj(11).52,0.9999862512461404
t_subj(11).57,1.0003275055233596
t_subj(11).59,1.0000757534359568
t_subj(11).63,1.0000710475810175
t_subj(11).72,1.0001135938200427
t_subj(11).79,0.9999931100279738
t_subj(11).83,0.9999976634814963
t_subj(11).87,1.0001609491802608
t_subj(11).92,1.0000226654885795
t_subj(11).94,1.0000468373388696
t_subj(11).95,1.000196764760035
t_subj(11).97,1.0000035609946758
t_subj(11).100,1.0000473358114663
t_subj(11).105,1.0000371988882293
t_subj(11).107,1.0000309381392565
t_subj(11).108,1.0000213002103957
t_subj(11).109,0.9999923738027221
t_subj(11).112,1.0000220080036073
t_subj(11).117,1.0000658415958725
t_subj(11).118,1.00017926113556
t_subj(11).119,1.000108007230091
t_subj(11).121,1.000068263945673
t_subj(11).123,1.000112297780194
t_subj(11).126,0.9999816628830379
t_subj(11).130,1.0000205816401528
t_subj(11).131,1.0000847977040117
t_subj(11).134,1.0003013272662822
t_subj(11).135,1.0001113180268815
t_subj(11).136,1.0000153333930362
t_subj(11).142,1.0000272476841545
t_subj(11).145,1.0001888689601544
t_subj(11).146,1.000085048286444
t_subj(11).148,1.0001368991317314
t_subj(11).152,1.0002041106779003
t_subj(11).154,1.0000014354424007
t_subj(11).155,0.9999894399224923
t_subj(11).157,1.0003077720719957
t_subj(11).159,1.0002638650146036
t_subj(11).161,1.0000942626345426
t_subj(11).176,0.9999827973460802
t_subj(11).178,1.0000947527983808
t_subj(11).179,0.9999749317890126
t_subj(11).181,1.000043010985461
t_subj(11).183,0.99999629441434
t_subj(11).184,1.0000658685381818
t_subj(11).186,1.0000323248083571
t_subj(11).189,1.000002397039109
t_subj(11).193,1.0000323406200944
t_subj(11).194,1.0000789330652362
t_subj(11).196,1.000123754721151
t_subj(11).1001,1.000089911570366
t_subj(11).1003,1.0008911341813778
t_subj(11).1007,1.0000135833211687
t_subj(11).1009,1.0000911382994613
t_subj(11).1015,1.0000582204475592
t_subj(11).1017,1.000019538684435
t_subj(11).1021,1.0001088944356264
t_subj(11).1025,1.0000141151910564
t_subj(11).1027,1.0000795999577134
t_subj(11).1029,1.0000549661709068
t_subj(11).1031,0.9999742482288347
t_subj(11).1033,1.000261318463798
t_subj(11).1035,1.0001791092645747
t_subj(11).1041,1.000043486487818
t_subj(11).1043,0.9999775639312355
t_subj(11).1045,1.0001553564842824
t_subj(22).15,1.0001125412825325
t_subj(22).16,1.000108379879633
t_subj(22).17,0.9999916910647313
t_subj(22).19,1.0002092293685356
t_subj(22).24,1.0000201927941754
t_subj(22).26,1.0001334397120802
t_subj(22).28,1.0001443772627991
t_subj(22).30,1.0000047368750962
t_subj(22).34,1.000004017665607
t_subj(22).36,1.0000655087800001
t_subj(22).38,0.999986448455623
t_subj(22).40,1.0001483565596838
t_subj(22).42,1.0001320683712083
t_subj(22).44,1.0000299381051005
t_subj(22).46,1.0001288275714877
t_subj(22).48,1.0000810243487233
t_subj(22).50,1.0002243833897808
t_subj(22).52,1.0004424503678675
t_subj(22).57,1.0003153880101967
t_subj(22).59,1.0000794333279652
t_subj(22).63,0.9999849794412142
t_subj(22).72,1.0000424597374533
t_subj(22).79,1.0000960959036829
t_subj(22).83,1.0003032488862578
t_subj(22).87,1.0000865952568652
t_subj(22).92,0.999999148726033
t_subj(22).94,1.0001072391447887
t_subj(22).95,1.0001005999013957
t_subj(22).97,1.000056949357857
t_subj(22).100,0.9999740940689357
t_subj(22).105,1.0000859730708707
t_subj(22).107,1.0000700661996573
t_subj(22).108,1.0001791305925603
t_subj(22).109,1.0000211717384089
t_subj(22).112,1.0000263397542362
t_subj(22).117,1.000543845760637
t_subj(22).118,1.0000860484967877
t_subj(22).119,1.0000609767599205
t_subj(22).121,1.0001175362131391
t_subj(22).123,1.0000253544660482
t_subj(22).126,1.0000922820869764
t_subj(22).130,1.000053398829599
t_subj(22).131,1.0000751069531257
t_subj(22).134,1.0000549384223423
t_subj(22).135,1.000213120725427
t_subj(22).136,1.0000764089668206
t_subj(22).142,1.0000883972168422
t_subj(22).145,1.000229481213953
t_subj(22).146,1.000127202139962
t_subj(22).148,1.0001083380105862
t_subj(22).152,1.0000231161397315
t_subj(22).154,1.000088768785459
t_subj(22).155,1.0002315077321973
t_subj(22).157,1.0000954948986858
t_subj(22).159,1.0001626051083223
t_subj(22).161,1.0002326048609849
t_subj(22).176,1.00004393751439
t_subj(22).178,1.000154637758595
t_subj(22).179,1.0000665420615733
t_subj(22).181,1.000061480496416
t_subj(22).183,1.000210101895077
t_subj(22).184,1.0001354961647528
t_subj(22).186,1.000120527043012
t_subj(22).189,1.000035289291096
t_subj(22).193,1.0000975476908838
t_subj(22).194,1.0001360950495808
t_subj(22).196,1.0000814946954681
t_subj(22).1001,1.000065876339471
t_subj(22).1003,1.0000485896703888
t_subj(22).1007,1.0000292191526141
t_subj(22).1009,1.0002470382308386
t_subj(22).1015,1.000103710885275
t_subj(22).1017,1.0000862132592339
t_subj(22).1021,1.0001426019742152
t_subj(22).1025,1.000131589311992
t_subj(22).1027,1.0000200163821524
t_subj(22).1029,1.0000297676928231
t_subj(22).1031,1.0001876509037582
t_subj(22).1033,1.0000265466755476
t_subj(22).1035,1.0000252654614568
t_subj(22).1041,1.0002123719491975
t_subj(22).1043,1.000028390020206
t_subj(22).1045,1.000118641684566
